Text,Problem,Question,Numbers,Equation,Answer,Constants
Tim had 7.0 quarters and 9.0 nickels in his bank . His dad gave him 3.0 nickels and 5.0 pennies . How many nickels does Tim have now ?,Tim had [NUM] quarters and [NUM] nickels in his bank . His dad gave him [NUM] nickels and [NUM] pennies . How many nickels does Tim have now ?,How many nickels does Tim have now ?,7.0 9.0 3.0 5.0,n1 + n2,12,
"A teacher has 344.0 pieces of candy . If there are 43.0 students , and the candy is divided evenly , How many pieces will each student get ?","A teacher has [NUM] pieces of candy . If there are [NUM] students , and the candy is divided evenly , How many pieces will each student get ?",How many pieces will each student get ?,344.0 43.0,n0 / n1,8,
"A waiter at ' The Greasy Spoon ' restaurant had 26.0 customers to wait on . During the lunch rush he added another 27.0 customers . If 27.0 of the customers did n't leave him a tip , how many customers did leave a tip ?","A waiter at ' The Greasy Spoon ' restaurant had [NUM] customers to wait on . During the lunch rush he added another [NUM] customers . If [NUM] of the customers did n't leave him a tip , how many customers did leave a tip ?",how many customers did leave a tip ?,26.0 27.0 27.0,( n0 + n1 ) - n2,26,
Ralph starts with 74.0 peanuts . He loses 59.0 . How many peanuts does Ralph end with ?,Ralph starts with [NUM] peanuts . He loses [NUM] . How many peanuts does Ralph end with ?,How many peanuts does Ralph end with ?,74.0 59.0,n0 - n1,15,
"At the town carnival Oliver rode the ferris wheel 7.0 times and the bumper cars 3.0 times . If each ride cost 3.0 tickets , how many tickets did he use ?","At the town carnival Oliver rode the ferris wheel [NUM] times and the bumper cars [NUM] times . If each ride cost [NUM] tickets , how many tickets did he use ?",how many tickets did he use ?,7.0 3.0 3.0,n2 * ( n0 + n1 ),30,
"At lunch a waiter had 7.0 customers and 5.0 of them did n't leave a tip . If he got $ 3.0 each from the ones who did tip , how much money did he earn ?","At lunch a waiter had [NUM] customers and [NUM] of them did n't leave a tip . If he got $ [NUM] each from the ones who did tip , how much money did he earn ?",how much money did he earn ?,7.0 5.0 3.0,n2 * ( n0 - n1 ),6,
"Isabel picked 66.0 flowers for her friend ’ s wedding . She was making bouquets with 8.0 flowers in each one . If 10.0 of the flowers wilted before the wedding , how many bouquets could she still make ?","Isabel picked [NUM] flowers for her friend ’ s wedding . She was making bouquets with [NUM] flowers in each one . If [NUM] of the flowers wilted before the wedding , how many bouquets could she still make ?",how many bouquets could she still make ?,66.0 8.0 10.0,( n0 - n2 ) / n1,7,
Sara got fast food for lunch . Sara spent $ 5.36 on a hotdog and $ 5.1 on a salad . What was the total of the lunch bill ?,Sara got fast food for lunch . Sara spent $ [NUM] on a hotdog and $ [NUM] on a salad . What was the total of the lunch bill ?,What was the total of the lunch bill ?,5.36 5.1,n0 + n1,10.46,
"Sandy worked 45.0 hours in the last 5.0 days . Assuming that she worked the same amount of hours each day , how long did she work each day ?","Sandy worked [NUM] hours in the last [NUM] days . Assuming that she worked the same amount of hours each day , how long did she work each day ?",how long did she work each day ?,45.0 5.0,n0 / n1,9,
Ceasar needs to read a 563.0 page book for school . He has already read 147.0 pages . How many pages does he have left to read ?,Ceasar needs to read a [NUM] page book for school . He has already read [NUM] pages . How many pages does he have left to read ?,How many pages does he have left to read ?,563.0 147.0,n0 - n1,416,
Jenny ran 0.6 mile and walked 0.4 mile . How much farther did Jenny run than walk ?,Jenny ran [NUM] mile and walked [NUM] mile . How much farther did Jenny run than walk ?,How much farther did Jenny run than walk ?,0.6 0.4,n0 - n1,0.2,
A pet store had 15.0 siamese cats and 49.0 house cats . During a sale they sold 19.0 cats . How many cats do they have left ?,A pet store had [NUM] siamese cats and [NUM] house cats . During a sale they sold [NUM] cats . How many cats do they have left ?,How many cats do they have left ?,15.0 49.0 19.0,( n0 + n1 ) - n2,45,
"Nancy had 101.0 homework problems . She finished 47.0 of them but still had 6.0 pages of problems to do . If each page has the same number of problems on it , how many problems are on each page ?","Nancy had [NUM] homework problems . She finished [NUM] of them but still had [NUM] pages of problems to do . If each page has the same number of problems on it , how many problems are on each page ?",how many problems are on each page ?,101.0 47.0 6.0,( n0 - n1 ) / n2,9,
Sara has 9.0 dozen golf balls . How many golf balls does she have ?,Sara has [NUM] dozen golf balls . How many golf balls does she have ?,How many golf balls does she have ?,9.0,n0 * x12,108,12
"A pet store has 8.0 bird cages . If each cage has 2.0 parrots and 7.0 parakeets in it , how many birds does the pet store have total ?","A pet store has [NUM] bird cages . If each cage has [NUM] parrots and [NUM] parakeets in it , how many birds does the pet store have total ?",how many birds does the pet store have total ?,8.0 2.0 7.0,n0 * ( n1 + n2 ),72,
"I walked 2.0 miles in 1.0 hour for Relay for Life . If I maintained this pace for the 8.0 hours I walk , how many miles total will I walk ?","I walked [NUM] miles in [NUM] hour for Relay for Life . If I maintained this pace for the [NUM] hours I walk , how many miles total will I walk ?",how many miles total will I walk ?,2.0 1.0 8.0,n0 * n2,16,
Mary had 21.0 dimes and 38.0 pennies in her bank . Her dad borrowed 18.0 pennies from Mary . How many pennies does she have now ?,Mary had [NUM] dimes and [NUM] pennies in her bank . Her dad borrowed [NUM] pennies from Mary . How many pennies does she have now ?,How many pennies does she have now ?,21.0 38.0 18.0,n1 - n2,20,
A toy store had 4.0 giant stuffed bears in stock when they got another shipment with 10.0 bears in it . The put the bears onto shelves with 7.0 on each shelf . How many shelves did they use ?,A toy store had [NUM] giant stuffed bears in stock when they got another shipment with [NUM] bears in it . The put the bears onto shelves with [NUM] on each shelf . How many shelves did they use ?,How many shelves did they use ?,4.0 10.0 7.0,( n0 + n1 ) / n2,2,
"Robin uploaded 31.0 pictures from her phone and 5.0 from her camera to facebook . If she sorted the pics into 9.0 different albums with the same amount of pics in each album , how many pictures were in each of the albums ?","Robin uploaded [NUM] pictures from her phone and [NUM] from her camera to facebook . If she sorted the pics into [NUM] different albums with the same amount of pics in each album , how many pictures were in each of the albums ?",how many pictures were in each of the albums ?,31.0 5.0 9.0,( n0 + n1 ) / n2,4,
A tailor cut 0.75 inch off a skirt and 0.5 inch off a pair of pants . How much more did the tailor cut off the skirt than the pants ?,A tailor cut [NUM] inch off a skirt and [NUM] inch off a pair of pants . How much more did the tailor cut off the skirt than the pants ?,How much more did the tailor cut off the skirt than the pants ?,0.75 0.5,n0 - n1,0.25,
"There are 36.0 bananas in Diane 's banana collection . If the bananas are organized into 6.0 groups , how big is each group ?","There are [NUM] bananas in Diane 's banana collection . If the bananas are organized into [NUM] groups , how big is each group ?",how big is each group ?,36.0 6.0,n0 / n1,6,
"In a school , there are 542.0 girls and 387.0 boys . How many pupils are there in that school ?","In a school , there are [NUM] girls and [NUM] boys . How many pupils are there in that school ?",How many pupils are there in that school ?,542.0 387.0,n0 + n1,929,
Mrs. Hilt bought 2.0 pizzas . Each pizza had 8.0 slices . How many total slices of pizza did she have ?,Mrs. Hilt bought [NUM] pizzas . Each pizza had [NUM] slices . How many total slices of pizza did she have ?,How many total slices of pizza did she have ?,2.0 8.0,n0 * n1,16,
"Zoe and her friends were recycling paper for their class . For every 8.0 pounds they recycled they earned one point . If Zoe recycled 25.0 pounds and her friends recycled 23.0 pounds , how many points did they earn ?","Zoe and her friends were recycling paper for their class . For every [NUM] pounds they recycled they earned one point . If Zoe recycled [NUM] pounds and her friends recycled [NUM] pounds , how many points did they earn ?",how many points did they earn ?,8.0 25.0 23.0,( n1 + n2 ) / n0,6,
"Mary had 18.0 baseball cards , and 8.0 were torn . Fred gave Mary 26.0 new baseball cards . Mary bought 40.0 baseball cards . How many baseball cards does Mary have now ?","Mary had [NUM] baseball cards , and [NUM] were torn . Fred gave Mary [NUM] new baseball cards . Mary bought [NUM] baseball cards . How many baseball cards does Mary have now ?",How many baseball cards does Mary have now ?,18.0 8.0 26.0 40.0,( n0 + n2 ) + n3,84,
There are 2.0 apples in a pile on the desk . Each apple comes in a package of 7.0 . 4.0 apples are added to the pile . How many apples are there in the pile ?,There are [NUM] apples in a pile on the desk . Each apple comes in a package of [NUM] . [NUM] apples are added to the pile . How many apples are there in the pile ?,How many apples are there in the pile ?,2.0 7.0 4.0,n0 + n2,6,
Tom found 5.0 seashells on the beach . he gave Jessica 2.0 of the seashells . How many seashells does he now have ?,Tom found [NUM] seashells on the beach . he gave Jessica [NUM] of the seashells . How many seashells does he now have ?,How many seashells does he now have ?,5.0 2.0,n0 - n1,3,
A multi - national corporation has 2041.0 part - time employees and 63093.0 full - time employees . How many employees work for the corporation ?,A multi - national corporation has [NUM] part - time employees and [NUM] full - time employees . How many employees work for the corporation ?,How many employees work for the corporation ?,2041.0 63093.0,n0 + n1,65134,
Neale makes 5.6 dollars per hour . He worked 22.5 hours and recieved 42.25 dollars in tips what is his salary ?,Neale makes [NUM] dollars per hour . He worked [NUM] hours and recieved [NUM] dollars in tips what is his salary ?,what is his salary ?,5.6 22.5 42.25,( n0 * n1 ) + n2,168.25,
A toy store had 5.0 giant stuffed bears in stock when they got another shipment with 7.0 bears in it . The put the bears onto shelves with 6.0 on each shelf . How many shelves did they use ?,A toy store had [NUM] giant stuffed bears in stock when they got another shipment with [NUM] bears in it . The put the bears onto shelves with [NUM] on each shelf . How many shelves did they use ?,How many shelves did they use ?,5.0 7.0 6.0,( n0 + n1 ) / n2,2,
A truck carrying 4.1 pounds of sand travels to a construction yard and loses 2.4 pounds of sand along the way . How much sand does the truck have when it arrives at the yard ?,A truck carrying [NUM] pounds of sand travels to a construction yard and loses [NUM] pounds of sand along the way . How much sand does the truck have when it arrives at the yard ?,How much sand does the truck have when it arrives at the yard ?,4.1 2.4,n0 - n1,1.7,
Nancy has saved 1.0 dozen quarters from washing cars . How much money does Nancy have ?,Nancy has saved [NUM] dozen quarters from washing cars . How much money does Nancy have ?,How much money does Nancy have ?,1.0,x12 * x0_25,3,0.25 12
"Paul bought 6.0 boxes of chocolate candy and 4.0 boxes of caramel candy . If each box has 9.0 pieces inside it , how much candy did he have total ?","Paul bought [NUM] boxes of chocolate candy and [NUM] boxes of caramel candy . If each box has [NUM] pieces inside it , how much candy did he have total ?",how much candy did he have total ?,6.0 4.0 9.0,n2 * ( n0 + n1 ),90,
Lisa starts with 91.0 bananas . Maria gives Lisa 8.0 more . How many bananas does Lisa end with ?,Lisa starts with [NUM] bananas . Maria gives Lisa [NUM] more . How many bananas does Lisa end with ?,How many bananas does Lisa end with ?,91.0 8.0,n0 + n1,99,
Fred grew 38.0 cantelopes . Tim grew 44.0 cantelopes . How many cantelopes did they grow in total ?,Fred grew [NUM] cantelopes . Tim grew [NUM] cantelopes . How many cantelopes did they grow in total ?,How many cantelopes did they grow in total ?,38.0 44.0,n0 + n1,82,
"There were 2.0 friends playing a video game online when 2.0 more players joined the game . If each player had 6.0 lives , how many lives did they have total ?","There were [NUM] friends playing a video game online when [NUM] more players joined the game . If each player had [NUM] lives , how many lives did they have total ?",how many lives did they have total ?,2.0 2.0 6.0,n2 * ( n0 + n1 ),24,
Joan decided to sell all of her old books . She gathered up 33.0 books to sell . She sold 26.0 books in a yard sale . How many books does Joan now have ?,Joan decided to sell all of her old books . She gathered up [NUM] books to sell . She sold [NUM] books in a yard sale . How many books does Joan now have ?,How many books does Joan now have ?,33.0 26.0,n0 - n1,7,
There are 86.0 blocks . 9.0 blocks more are added . How many are there total ?,There are [NUM] blocks . [NUM] blocks more are added . How many are there total ?,How many are there total ?,86.0 9.0,n0 + n1,95,
"A pet shelter had 17.0 puppies when another 55.0 were brought in . If 8.0 puppies a day are adopted , how long would it take for all of them to be adopted ?","A pet shelter had [NUM] puppies when another [NUM] were brought in . If [NUM] puppies a day are adopted , how long would it take for all of them to be adopted ?",how long would it take for all of them to be adopted ?,17.0 55.0 8.0,( n0 + n1 ) / n2,9,
Each bag contains 23.0 pounds of oranges . How many pounds of oranges are in 45.0 bags ?,Each bag contains [NUM] pounds of oranges . How many pounds of oranges are in [NUM] bags ?,How many pounds of oranges are in [NUM] bags ?,23.0 45.0,n0 * n1,1035,
Sam had 7.0 pennies and 8.0 dimes in his bank . His sister borrowed 4.0 dimes . How many dimes does Sam have now ?,Sam had [NUM] pennies and [NUM] dimes in his bank . His sister borrowed [NUM] dimes . How many dimes does Sam have now ?,How many dimes does Sam have now ?,7.0 8.0 4.0,n1 - n2,4,
Sarah picked 45.0 apples . Her brother picked 9.0 apples . How many times as many apples did Sarah pick ?,Sarah picked [NUM] apples . Her brother picked [NUM] apples . How many times as many apples did Sarah pick ?,How many times as many apples did Sarah pick ?,45.0 9.0,n0 / n1,5,
Christopher strolled 5.0 miles at 4.0 miles per hour . How long did Christopher stroll ?,Christopher strolled [NUM] miles at [NUM] miles per hour . How long did Christopher stroll ?,How long did Christopher stroll ?,5.0 4.0,n0 / n1,1.25,
"Henry had 3.0 action figures , but needed 8.0 total for a complete collection . If each one costs $ 6.0 , how much money would he need to finish his collection ?","Henry had [NUM] action figures , but needed [NUM] total for a complete collection . If each one costs $ [NUM] , how much money would he need to finish his collection ?",how much money would he need to finish his collection ?,3.0 8.0 6.0,n2 * ( n1 - n0 ),30,
"Jonathan wants to buy a dictionary that costs $ 11.0 , a dinosaur book that costs $ 19.0 , and a children 's cookbook that costs $ 7.0 . He has saved $ 8.0 from his allowance . How much more money does Jonathan need to buy all three books ?","Jonathan wants to buy a dictionary that costs $ [NUM] , a dinosaur book that costs $ [NUM] , and a children 's cookbook that costs $ [NUM] . He has saved $ [NUM] from his allowance . How much more money does Jonathan need to buy all three books ?",How much more money does Jonathan need to buy all three books ?,11.0 19.0 7.0 8.0,( ( n0 + n1 ) + n2 ) - n3,29,
A person pays 145.8 dollars for 6.0 months use of an internet service . How much will 7.0 months of service cost ?,A person pays [NUM] dollars for [NUM] months use of an internet service . How much will [NUM] months of service cost ?,How much will [NUM] months of service cost ?,145.8 6.0 7.0,( n0 / n1 ) * n2,170.1,
"At a restaurant each adult meal costs $ 2.0 and kids eat free . If a group of 9.0 people came in and 2.0 were kids , how much would it cost for the group to eat ?","At a restaurant each adult meal costs $ [NUM] and kids eat free . If a group of [NUM] people came in and [NUM] were kids , how much would it cost for the group to eat ?",how much would it cost for the group to eat ?,2.0 9.0 2.0,n0 * ( n1 - n2 ),14,
"There were 17.0 girls and 32.0 boys trying out for the schools basketball team . If only 10.0 of them got called back , how many students did n't make the cut ?","There were [NUM] girls and [NUM] boys trying out for the schools basketball team . If only [NUM] of them got called back , how many students did n't make the cut ?",how many students did n't make the cut ?,17.0 32.0 10.0,( n0 + n1 ) - n2,39,
A group of science students went on a field trip . They took 6.0 vans and 8.0 buses . There were 6.0 people in each van and 18.0 people in each bus . How many people went on the field trip ?,A group of science students went on a field trip . They took [NUM] vans and [NUM] buses . There were [NUM] people in each van and [NUM] people in each bus . How many people went on the field trip ?,How many people went on the field trip ?,6.0 8.0 6.0 18.0,( n0 * n2 ) + ( n1 * n3 ),180,
Jason has 18.0 books and he has read 9.0 of them . Mary has 42.0 books . How many books do they have together ?,Jason has [NUM] books and he has read [NUM] of them . Mary has [NUM] books . How many books do they have together ?,How many books do they have together ?,18.0 9.0 42.0,n0 + n2,60,
Charlie has 31.0 more snowballs than Lucy . She has 19.0 snowballs . How many does Charlie have ?,Charlie has [NUM] more snowballs than Lucy . She has [NUM] snowballs . How many does Charlie have ?,How many does Charlie have ?,31.0 19.0,n0 + n1,50,
Ronald went to the store 2.0 times last month . He buys 10.0 bananas each time he goes to the store . How many bananas did Ronald buy last month ?,Ronald went to the store [NUM] times last month . He buys [NUM] bananas each time he goes to the store . How many bananas did Ronald buy last month ?,How many bananas did Ronald buy last month ?,2.0 10.0,n0 * n1,20,
There are 12.0 birds on the fence . 8.0 more birds land on the fence . How many birds are on the fence ?,There are [NUM] birds on the fence . [NUM] more birds land on the fence . How many birds are on the fence ?,How many birds are on the fence ?,12.0 8.0,n0 + n1,20,
"If apples cost 3.75 dollars for 3.0 pounds , what is the cost , at the same rate , of 7.0 pounds of apples ?","If apples cost [NUM] dollars for [NUM] pounds , what is the cost , at the same rate , of [NUM] pounds of apples ?","what is the cost , at the same rate , of [NUM] pounds of apples ?",3.75 3.0 7.0,( n0 / n1 ) * n2,8.75,
"A chef needs to cook 12.0 potatoes . He has already cooked 6.0 . If each potato takes 6.0 minutes to cook , how long will it take him to cook the rest ?","A chef needs to cook [NUM] potatoes . He has already cooked [NUM] . If each potato takes [NUM] minutes to cook , how long will it take him to cook the rest ?",how long will it take him to cook the rest ?,12.0 6.0 6.0,n2 * ( n0 - n1 ),36,
"Jerry made 14.0 dollars mowing lawns and 31.0 dollars weed eating . If he only spent 5.0 dollar a week , how long would the money last him ?","Jerry made [NUM] dollars mowing lawns and [NUM] dollars weed eating . If he only spent [NUM] dollar a week , how long would the money last him ?",how long would the money last him ?,14.0 31.0 5.0,( n0 + n1 ) / n2,9,
"Tiffany uploaded 7.0 pictures from her phone and 13.0 from her camera to facebook . If she sorted the pics into 5.0 different albums with the same amount of pics in each album , how many pictures were in each of the albums ?","Tiffany uploaded [NUM] pictures from her phone and [NUM] from her camera to facebook . If she sorted the pics into [NUM] different albums with the same amount of pics in each album , how many pictures were in each of the albums ?",how many pictures were in each of the albums ?,7.0 13.0 5.0,( n0 + n1 ) / n2,4,
Victor was working as a sacker at a grocery store where he made 6.0 dollars an hour . On Monday he worked 5.0 hours and on Tuesday he worked 5.0 hours . How much money did Victor make in those two days ?,Victor was working as a sacker at a grocery store where he made [NUM] dollars an hour . On Monday he worked [NUM] hours and on Tuesday he worked [NUM] hours . How much money did Victor make in those two days ?,How much money did Victor make in those two days ?,6.0 5.0 5.0,n0 * ( n1 + n2 ),60,
Connie has 2315.0 red markers and 1028.0 blue markers . How many markers does she have altogether ?,Connie has [NUM] red markers and [NUM] blue markers . How many markers does she have altogether ?,How many markers does she have altogether ?,2315.0 1028.0,n0 + n1,3343,
The Litter Patrol picked up 10.0 glass bottles and 8.0 aluminum cans on Saturday . How many pieces of litter did they pick up altogether ?,The Litter Patrol picked up [NUM] glass bottles and [NUM] aluminum cans on Saturday . How many pieces of litter did they pick up altogether ?,How many pieces of litter did they pick up altogether ?,10.0 8.0,n0 + n1,18,
Paul had 42.0 strawberries in his basket . He picked 78.0 more strawberries . How many strawberries did he have then ?,Paul had [NUM] strawberries in his basket . He picked [NUM] more strawberries . How many strawberries did he have then ?,How many strawberries did he have then ?,42.0 78.0,n0 + n1,120,
"There school 's baseball team had 48.0 new players and 6.0 returning players . If the coach put them into groups with 6.0 players in each group , how many groups would there be ?","There school 's baseball team had [NUM] new players and [NUM] returning players . If the coach put them into groups with [NUM] players in each group , how many groups would there be ?",how many groups would there be ?,48.0 6.0 6.0,( n0 + n1 ) / n2,9,
"Kenneth has 3.0 marbles . He buys 6.0 more . Later , Kenneth buys 15.0 apples at the store . How many marbles does Kenneth have in all ?","Kenneth has [NUM] marbles . He buys [NUM] more . Later , Kenneth buys [NUM] apples at the store . How many marbles does Kenneth have in all ?",How many marbles does Kenneth have in all ?,3.0 6.0 15.0,n0 + n1,9,
A cake recipe requires 0.6 cup of sugar for the frosting and 0.2 cup of sugar for the cake . How much sugar is that altogether ?,A cake recipe requires [NUM] cup of sugar for the frosting and [NUM] cup of sugar for the cake . How much sugar is that altogether ?,How much sugar is that altogether ?,0.6 0.2,n0 + n1,0.8,
"Adam bought 9.0 packages of cat food and 7.0 packages of dog food . Each package of cat food contained 10.0 cans , and each package of dog food contained 5.0 cans . How many more cans of cat food than dog food did Adam buy ?","Adam bought [NUM] packages of cat food and [NUM] packages of dog food . Each package of cat food contained [NUM] cans , and each package of dog food contained [NUM] cans . How many more cans of cat food than dog food did Adam buy ?",How many more cans of cat food than dog food did Adam buy ?,9.0 7.0 10.0 5.0,( n0 * n2 ) - ( n1 * n3 ),55,
"Robin had 30.0 songs on her mp3 player . If she deleted 8.0 old songs from it and then added 10.0 new songs , how many songs does she have on her mp3 player ?","Robin had [NUM] songs on her mp3 player . If she deleted [NUM] old songs from it and then added [NUM] new songs , how many songs does she have on her mp3 player ?",how many songs does she have on her mp3 player ?,30.0 8.0 10.0,( n0 + n2 ) - n1,32,
There are 3.0 short trees and 6.0 tall trees currently in the park . Park workers will plant 9.0 short trees today . How many short trees will the park have when the workers are finished ?,There are [NUM] short trees and [NUM] tall trees currently in the park . Park workers will plant [NUM] short trees today . How many short trees will the park have when the workers are finished ?,How many short trees will the park have when the workers are finished ?,3.0 6.0 9.0,n0 + n2,12,
Heather starts with 86.0 blocks . She shares 41.0 with Jose . How many blocks does Heather end with ?,Heather starts with [NUM] blocks . She shares [NUM] with Jose . How many blocks does Heather end with ?,How many blocks does Heather end with ?,86.0 41.0,n0 - n1,45,
The Ferris wheel in Paradise Park has 14.0 seats . Each seat can hold 6.0 people . How many people can ride the Ferris wheel at the same time ?,The Ferris wheel in Paradise Park has [NUM] seats . Each seat can hold [NUM] people . How many people can ride the Ferris wheel at the same time ?,How many people can ride the Ferris wheel at the same time ?,14.0 6.0,n0 * n1,84,
Ted has 15.0 candy bars . He wants to put them into 5.0 bags so there are the same number of candy bars in each bag . How many candy bars should go in each bag ?,Ted has [NUM] candy bars . He wants to put them into [NUM] bags so there are the same number of candy bars in each bag . How many candy bars should go in each bag ?,How many candy bars should go in each bag ?,15.0 5.0,n0 / n1,3,
Andrew spent 3.0 day working on his Science report . He worked for 2.5 hours each day . How many hours did he work ?,Andrew spent [NUM] day working on his Science report . He worked for [NUM] hours each day . How many hours did he work ?,How many hours did he work ?,3.0 2.5,n0 * n1,7.5,
Each of farmer Cunningham 's 6048.0 lambs is either black or white . There are 193.0 white ones . How many of Farmer Cunningham 's lambs are black ?,Each of farmer Cunningham 's [NUM] lambs is either black or white . There are [NUM] white ones . How many of Farmer Cunningham 's lambs are black ?,How many of Farmer Cunningham 's lambs are black ?,6048.0 193.0,n0 - n1,5855,
Bob ’ s car gets 10.0 kilometers per gallon . How far can he drive on 10.0 gallons of gas ?,Bob ’ s car gets [NUM] kilometers per gallon . How far can he drive on [NUM] gallons of gas ?,How far can he drive on [NUM] gallons of gas ?,10.0 10.0,n0 * n1,100,
Joan has 47.0 green and 48.0 red marbles . Fred took 24.0 of Joan 's green marbles . How many green marbles does Joan now have ?,Joan has [NUM] green and [NUM] red marbles . Fred took [NUM] of Joan 's green marbles . How many green marbles does Joan now have ?,How many green marbles does Joan now have ?,47.0 48.0 24.0,n0 - n2,23,
"A bathing suit manufacturer has a supply of 14797.0 bathing suits for men . In addition , it has 4969.0 bathing suits for women . How many bathing suits are available overall ?","A bathing suit manufacturer has a supply of [NUM] bathing suits for men . In addition , it has [NUM] bathing suits for women . How many bathing suits are available overall ?",How many bathing suits are available overall ?,14797.0 4969.0,n0 + n1,19766,
A store had 40.0 oranges in a bin . If they threw away 37.0 of the old ones and put 7.0 new ones in the bin how many would be in the bin ?,A store had [NUM] oranges in a bin . If they threw away [NUM] of the old ones and put [NUM] new ones in the bin how many would be in the bin ?,how many would be in the bin ?,40.0 37.0 7.0,( n0 + n2 ) - n1,10,
Alyssa picked 17.0 plums and Jason picked 10.0 plums . Melanie picked 35.0 pears . How many plums were picked in all ?,Alyssa picked [NUM] plums and Jason picked [NUM] plums . Melanie picked [NUM] pears . How many plums were picked in all ?,How many plums were picked in all ?,17.0 10.0 35.0,n0 + n1,27,
There are 9.0 crayons in the drawer . Benny placed 3.0 more crayons in the drawer . How many crayons are now there in total ?,There are [NUM] crayons in the drawer . Benny placed [NUM] more crayons in the drawer . How many crayons are now there in total ?,How many crayons are now there in total ?,9.0 3.0,n0 + n1,12,
Alyssa picked 42.0 pears and Nancy picked 17.0 pears from the pear tree . How many pears were picked in all ?,Alyssa picked [NUM] pears and Nancy picked [NUM] pears from the pear tree . How many pears were picked in all ?,How many pears were picked in all ?,42.0 17.0,n0 + n1,59,
"April 's discount flowers was having a sale where each flower was 3.0 dollars . If Emily bought 2.0 roses and 2.0 daisies , how much did she spend ?","April 's discount flowers was having a sale where each flower was [NUM] dollars . If Emily bought [NUM] roses and [NUM] daisies , how much did she spend ?",how much did she spend ?,3.0 2.0 2.0,n0 * ( n1 + n2 ),12,
"Sam grew 4.0 watermelons , but the rabbits ate 3.0 watermelons . How many watermelons does Sam have left ?","Sam grew [NUM] watermelons , but the rabbits ate [NUM] watermelons . How many watermelons does Sam have left ?",How many watermelons does Sam have left ?,4.0 3.0,n0 - n1,1,
The farmers reported that they harvest 45.0 sacks of apples from each of the 8.0 sections of the orchard daily . How many sacks are harvested every day ?,The farmers reported that they harvest [NUM] sacks of apples from each of the [NUM] sections of the orchard daily . How many sacks are harvested every day ?,How many sacks are harvested every day ?,45.0 8.0,n0 * n1,360,
"Luke made 9.0 dollars mowing lawns and 18.0 dollars weed eating . If he only spent 3.0 dollar a week , how long would the money last him ?","Luke made [NUM] dollars mowing lawns and [NUM] dollars weed eating . If he only spent [NUM] dollar a week , how long would the money last him ?",how long would the money last him ?,9.0 18.0 3.0,( n0 + n1 ) / n2,9,
"Sally paid $ 12.32 total for peaches , after a 3.0 dollar coupon , and $ 11.54 for cherries . In total , how much money did Sally spend ?","Sally paid $ [NUM] total for peaches , after a [NUM] dollar coupon , and $ [NUM] for cherries . In total , how much money did Sally spend ?",how much money did Sally spend ?,12.32 3.0 11.54,n0 + n2,23.86,
Mary has 9.0 yellow marbles Joan has 3.0 yellow marbles . How many yellow marbles do they have in all ?,Mary has [NUM] yellow marbles Joan has [NUM] yellow marbles . How many yellow marbles do they have in all ?,How many yellow marbles do they have in all ?,9.0 3.0,n0 + n1,12,
There are 3.0 calories in a candy bar . How many calories are there in 5.0 candy bars ?,There are [NUM] calories in a candy bar . How many calories are there in [NUM] candy bars ?,How many calories are there in [NUM] candy bars ?,3.0 5.0,n0 * n1,15,
"At the arcade Jerry won 4.0 tickets . If he spent 2.0 tickets on a beanie and later won 47.0 more tickets , how many would he have ?","At the arcade Jerry won [NUM] tickets . If he spent [NUM] tickets on a beanie and later won [NUM] more tickets , how many would he have ?",how many would he have ?,4.0 2.0 47.0,( n0 + n2 ) - n1,49,
"Bianca had 34.0 songs on her mp3 player . If she deleted 14.0 old songs from it and then added 44.0 new songs , how many songs does she have on her mp3 player ?","Bianca had [NUM] songs on her mp3 player . If she deleted [NUM] old songs from it and then added [NUM] new songs , how many songs does she have on her mp3 player ?",how many songs does she have on her mp3 player ?,34.0 14.0 44.0,( n0 + n2 ) - n1,64,
"Megan 's class is going on a field trip to the zoo . If each van can hold 5.0 people and there are 25.0 students and 5.0 adults going , how many vans will they need ?","Megan 's class is going on a field trip to the zoo . If each van can hold [NUM] people and there are [NUM] students and [NUM] adults going , how many vans will they need ?",how many vans will they need ?,5.0 25.0 5.0,( n1 + n2 ) / n0,6,
There were 58.0 geese and 37.0 ducks in the marsh . How many birds were in the marsh ?,There were [NUM] geese and [NUM] ducks in the marsh . How many birds were in the marsh ?,How many birds were in the marsh ?,58.0 37.0,n0 + n1,95,
Kylie was collecting coins . She got 15.0 coins from her piggy bank and 13.0 coins from her brother . Her father gave Kylie 8.0 coins . Kylie gave 21.0 of the coins to her friend Laura . How many coins did Kylie have left ?,Kylie was collecting coins . She got [NUM] coins from her piggy bank and [NUM] coins from her brother . Her father gave Kylie [NUM] coins . Kylie gave [NUM] of the coins to her friend Laura . How many coins did Kylie have left ?,How many coins did Kylie have left ?,15.0 13.0 8.0 21.0,( ( n0 + n1 ) + n2 ) - n3,15,
"Tom bought 12.0 boxes of chocolate candy and gave 7.0 to his little brother . If each box has 6.0 pieces inside it , how many pieces did Tom still have ?","Tom bought [NUM] boxes of chocolate candy and gave [NUM] to his little brother . If each box has [NUM] pieces inside it , how many pieces did Tom still have ?",how many pieces did Tom still have ?,12.0 7.0 6.0,n2 * ( n0 - n1 ),30,
Carlos has 58.0 blocks . He gives 21.0 to Rachel . How many blocks will Carlos have ?,Carlos has [NUM] blocks . He gives [NUM] to Rachel . How many blocks will Carlos have ?,How many blocks will Carlos have ?,58.0 21.0,n0 - n1,37,
