Text,Problem,Question,Numbers,Equation,Answer
still a little behind robyn asked her mother to drive them around town on wednesday to cover more houses . that day robyn sold 55 packs of cookies while lucy sold 43 how many packs were they able to sell that day ?,still a little behind robyn asked her mother to drive them around town on wednesday to cover more houses . that day robyn sold [NUM] packs of cookies while lucy sold [NUM] how many packs were they able to sell that day ?,many packs were they able to sell that day ?,55 43,n0 + n1,98
with the end of the month coming in 2 days they decided to sell cookies to the neighboring villages as well . if they sold 23 packs on 1 village and 28 on the other how many cookies were they able to sell in the other villages ?,with the end of the month coming in [NUM] days they decided to sell cookies to the neighboring villages as well . if they sold [NUM] packs on [NUM] village and [NUM] on the other how many cookies were they able to sell in the other villages ?,how many cookies were they able to sell in the other villages ?,2 23 1 28,n1 + n3,51
on the day of the awarding ceremony robyn and lucy decided to sell more cookies during the morning to make sure they get the badge . lucy sold 19 packs and robyn sold 16 how many packs did they sell on their last day ?,on the day of the awarding ceremony robyn and lucy decided to sell more cookies during the morning to make sure they get the badge . lucy sold [NUM] packs and robyn sold [NUM] how many packs did they sell on their last day ?,many packs did they sell on their last day ?,19 16,n0 + n1,35
it 's earth awareness day and the town of flora is celebrating by planting trees in areas where the forest has been damaged . mayor fauna leader of the town of flora donated 27 oak tree seedlings and 16 seedlings of holly . how many seedlings did he donate altogether ?,it 's earth awareness day and the town of flora is celebrating by planting trees in areas where the forest has been damaged . mayor fauna leader of the town of flora donated [NUM] oak tree seedlings and [NUM] seedlings of holly . how many seedlings did he donate altogether ?,how many seedlings did he donate altogether ?,27 16,n0 + n1,43
mr. fortree a businessman also gave seedlings for the tree planting activity . if he gave 14 seedlings of cedar and 38 seedlings of pine how many seedlings did he give in total ?,mr. fortree a businessman also gave seedlings for the tree planting activity . if he gave [NUM] seedlings of cedar and [NUM] seedlings of pine how many seedlings did he give in total ?,how many seedlings did he give in total ?,14 38,n0 + n1,52
students from flora middle school were asked to participate in the event . they planted 47 apple trees and 27 orange trees in the forest near their school . how many trees in total did the students plant ?,students from flora middle school were asked to participate in the event . they planted [NUM] apple trees and [NUM] orange trees in the forest near their school . how many trees in total did the students plant ?,how many trees in total did the students plant ?,47 27,n0 + n1,74
rangers from flora natural park and wildlife reserve also joined the activities on that day . they planted 75 redwood trees and 25 cypress trees to replace the trees that were destroyed during a recent forest fire . how many trees did the rangers plant ?,rangers from flora natural park and wildlife reserve also joined the activities on that day . they planted [NUM] redwood trees and [NUM] cypress trees to replace the trees that were destroyed during a recent forest fire . how many trees did the rangers plant ?,how many trees did the rangers plant ?,75 25,n1 + n0,100
professor treehead of the flora university requested his students to participate . he said that they planted 15 species of trees in the natural park 20 species of trees in the neighboring forest and 10 species of trees all around different locations in town . how many species of trees were planted by the students ?,professor treehead of the flora university requested his students to participate . he said that they planted [NUM] species of trees in the natural park [NUM] species of trees in the neighboring forest and [NUM] species of trees all around different locations in town . how many species of trees were planted by the students ?,how many species of trees were planted by the students ?,15 20 10,( n0 + n2 ) + n1,45
hazel and her father both love going on fishing trips . this year they planned to go around the great lakes for a unique fishing experience . their first stop is lake ontario . hazel and her father decided to have a contest between them . if hazel caught 24 salmons and her dad caught 27 how many salmons did they catch in total ?,hazel and her father both love going on fishing trips . this year they planned to go around the great lakes for a unique fishing experience . their first stop is lake ontario . hazel and her father decided to have a contest between them . if hazel caught [NUM] salmons and her dad caught [NUM] how many salmons did they catch in total ?,how many salmons did they catch in total ?,24 27,n0 + n1,51
their next destination is lake erie . still in a contest hazel caught 48 different fishes while her father caught 46 how many fishes did they catch in lake erie ?,their next destination is lake erie . still in a contest hazel caught [NUM] different fishes while her father caught [NUM] how many fishes did they catch in lake erie ?,many fishes did they catch in lake erie ?,48 46,n0 + n1,94
the following week they decided to go to lake huron and lake michigan . during their stay there they caught a total of 30 pikes 40 sturgeons and 75 herrings . how many fishes did they catch from the 2 lakes ?,the following week they decided to go to lake huron and lake michigan . during their stay there they caught a total of [NUM] pikes [NUM] sturgeons and [NUM] herrings . how many fishes did they catch from the [NUM] lakes ?,how many fishes did they catch from the [NUM] lakes ?,30 40 75 2,( n0 + n1 ) + n2,145
being concerned with the ecology of lakes hazel and her dad returned the youngling fishes they caught . if they took 23 fishes from lake ontario and erie 30 fishes from lake huron and michigan and 44 from lake superior how many fishes will they bring home with them ?,being concerned with the ecology of lakes hazel and her dad returned the youngling fishes they caught . if they took [NUM] fishes from lake ontario and erie [NUM] fishes from lake huron and michigan and [NUM] from lake superior how many fishes will they bring home with them ?,how many fishes will they bring home with them ?,23 30 44,( n0 + n1 ) + n2,97
it is buddy 's first day at a new school and he is feeling very nervous . his day begins with some bacon and egg prepared by his mother . after eating and preparing buddy headed out to catch the school bus from the nearest bus stop . including buddy there were 39 students that got on the bus during the first stop . if 29 more students got on the bus at the second stop how many students are riding the bus ?,it is buddy 's first day at a new school and he is feeling very nervous . his day begins with some bacon and egg prepared by his mother . after eating and preparing buddy headed out to catch the school bus from the nearest bus stop . including buddy there were [NUM] students that got on the bus during the first stop . if [NUM] more students got on the bus at the second stop how many students are riding the bus ?,how many students are riding the bus ?,39 29,n0 + n1,68
upon arriving at the school buddy immediately went to his teacher where he was introduced to all the third grade students in the school . there were 57 girl students and 66 boy students . how many third graders did buddy meet in the school ?,upon arriving at the school buddy immediately went to his teacher where he was introduced to all the third grade students in the school . there were [NUM] girl students and [NUM] boy students . how many third graders did buddy meet in the school ?,how many third graders did buddy meet in the school ?,57 66,n0 + n1,123
"during recess , buddy went to the cafeteria where he met other students from different grades . if he met 14 second grade students 10 fourth grade students and 16 fifth grade students , how many more students did buddy meet during recess ?","during recess , buddy went to the cafeteria where he met other students from different grades . if he met [NUM] second grade students [NUM] fourth grade students and [NUM] fifth grade students , how many more students did buddy meet during recess ?",how many more students did buddy meet during recess ?,14 10 16,( n0 + n1 ) + n2,40
after recess buddy changed clothes for gym class . down at the gym all the students were divided into 2 groups . if 1 group has 34 members and the other has 37 how many students are in buddy 's gym class ?,after recess buddy changed clothes for gym class . down at the gym all the students were divided into [NUM] groups . if [NUM] group has [NUM] members and the other has [NUM] how many students are in buddy 's gym class ?,how many students are in buddy 's gym class ?,2 1 34 37,n2 + n3,71
after the final bell rang buddy ran to the school bus with his new friends . on his ride home he counted 36 students sitting on the left side of the bus and 27 sitting on the right . how many students are on the bus ride home ?,after the final bell rang buddy ran to the school bus with his new friends . on his ride home he counted [NUM] students sitting on the left side of the bus and [NUM] sitting on the right . how many students are on the bus ride home ?,how many students are on the bus ride home ?,36 27,n0 + n1,63
helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked 435 chocolate chip cookies yesterday and 139 cookies this morning . how many cookies did helen bake ?,helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked [NUM] chocolate chip cookies yesterday and [NUM] cookies this morning . how many cookies did helen bake ?,how many cookies did helen bake ?,435 139,n0 + n1,574
pinky the pig bought 36 apples while danny the duck bought 73 how many apples do they have altogether ?,pinky the pig bought [NUM] apples while danny the duck bought [NUM] how many apples do they have altogether ?,many apples do they have altogether ?,36 73,n0 + n1,109
dylan the dog prepared 241 hotdog sticks in a brown bag . his father placed 426 more hotdog sticks in the same brown bag . how many hotdog sticks did dylan and his father place in the brown bag ?,dylan the dog prepared [NUM] hotdog sticks in a brown bag . his father placed [NUM] more hotdog sticks in the same brown bag . how many hotdog sticks did dylan and his father place in the brown bag ?,how many hotdog sticks did dylan and his father place in the brown bag ?,241 426,n0 + n1,667
helen 's mother brought 101 hotdogs . after a few hours dylan 's mother arrived with 379 hotdogs . how many hotdogs do they have altogether ?,helen 's mother brought [NUM] hotdogs . after a few hours dylan 's mother arrived with [NUM] hotdogs . how many hotdogs do they have altogether ?,how many hotdogs do they have altogether ?,101 379,n0 + n1,480
pinky made 147 miniature pumpkin pies for everyone and helen made 56 how many miniature pies do they have in total ?,pinky made [NUM] miniature pumpkin pies for everyone and helen made [NUM] how many miniature pies do they have in total ?,many miniature pies do they have in total ?,147 56,n0 + n1,203
it 's spring break at rosewood high so rachel and her family decided to take a trip across europe . since rachel has always been fascinated by the french people they began their tour with a visit to france . during their stay there rachel went to the famous eiffel tower . if she climbed 567 flights of stairs going up and 325 going down what is the total number of steps that she took ?,it 's spring break at rosewood high so rachel and her family decided to take a trip across europe . since rachel has always been fascinated by the french people they began their tour with a visit to france . during their stay there rachel went to the famous eiffel tower . if she climbed [NUM] flights of stairs going up and [NUM] going down what is the total number of steps that she took ?,what is the total number of steps that she took ?,567 325,n0 + n1,892
after visiting france rachel 's sister bella requested that they see the buckingham palace in london . if they travelled 451 miles by land and 150 miles by sea across the english channel what is the total distance that they travelled ?,after visiting france rachel 's sister bella requested that they see the buckingham palace in london . if they travelled [NUM] miles by land and [NUM] miles by sea across the english channel what is the total distance that they travelled ?,what is the total distance that they travelled ?,451 150,n0 + n1,601
the very first thing that rachel tried when they reached england was the food . if she ate 276 grams of bacon and 147 grams of sausages how much food did she eat in total ?,the very first thing that rachel tried when they reached england was the food . if she ate [NUM] grams of bacon and [NUM] grams of sausages how much food did she eat in total ?,how much food did she eat in total ?,276 147,n0 + n1,423
after eating a hearty meal they went to see the buckingham palace . there rachel learned that 583 visitors came to the palace that day . if there were 246 visitors the previous day how many visited the palace within 2 days ?,after eating a hearty meal they went to see the buckingham palace . there rachel learned that [NUM] visitors came to the palace that day . if there were [NUM] visitors the previous day how many visited the palace within [NUM] days ?,how many visited the palace within [NUM] days ?,583 246 2,n0 + n1,829
the last stop of their tour was italy ; there they visited naples the place where modern pizza was invented . during their stay there she ate 598 grams of pizza and her sister ate 354 how many grams of pizza did rachel and bella ate there ?,the last stop of their tour was italy ; there they visited naples the place where modern pizza was invented . during their stay there she ate [NUM] grams of pizza and her sister ate [NUM] how many grams of pizza did rachel and bella ate there ?,many grams of pizza did rachel and bella ate there ?,598 354,n0 + n1,952
christmas is near . mr. anderson president of nice people inc. organized a charity event to share happiness to the less fortunate people . the first thing that he did is to visit an orphanage . there he dressed up as santa and gave toys to the children . if he gave 134 toy cars to the boys and 269 dolls to the girls how many toys did he give to all ?,christmas is near . mr. anderson president of nice people inc. organized a charity event to share happiness to the less fortunate people . the first thing that he did is to visit an orphanage . there he dressed up as santa and gave toys to the children . if he gave [NUM] toy cars to the boys and [NUM] dolls to the girls how many toys did he give to all ?,how many toys did he give to all ?,134 269,n0 + n1,403
next on his list is the nursing home near his office . there he 472 boxes of vitamins and 288 boxes of supplements . how many boxes of medicine did the nursing home receive from mr. anderson ?,next on his list is the nursing home near his office . there he [NUM] boxes of vitamins and [NUM] boxes of supplements . how many boxes of medicine did the nursing home receive from mr. anderson ?,how many boxes of medicine did the nursing home receive from mr. anderson ?,472 288,n0 + n1,760
feeling good about what he did mr. anderson decided to continue giving to others . he went around the city and gave clothes to homeless people . if he gave 589 shirts and 345 trousers how many pieces of clothing did he gave out in total ?,feeling good about what he did mr. anderson decided to continue giving to others . he went around the city and gave clothes to homeless people . if he gave [NUM] shirts and [NUM] trousers how many pieces of clothing did he gave out in total ?,how many pieces of clothing did he gave out in total ?,589 345,n0 + n1,934
after giving out clothes he invited the homeless to the nearest soup kitchen to give them a proper meal . if he fed 219 men and 328 women how many homeless people was he able to feed ?,after giving out clothes he invited the homeless to the nearest soup kitchen to give them a proper meal . if he fed [NUM] men and [NUM] women how many homeless people was he able to feed ?,how many homeless people was he able to feed ?,219 328,n0 + n1,547
the last place that he went to was the city animal shelter . there he donated some money to make sure the dogs and cats there are being taken care of . if there are 645 cats and 567 dogs there how many animals are there in the shelter ?,the last place that he went to was the city animal shelter . there he donated some money to make sure the dogs and cats there are being taken care of . if there are [NUM] cats and [NUM] dogs there how many animals are there in the shelter ?,how many animals are there in the shelter ?,645 567,n0 + n1,1212
denver the dog is a famous architect in the city of animapolis . together with his engineer friend wally the wolf they decided to build the tallest building ever the animus tower . to make sure the framework of the tower is strongly built they hired the best builders in town . if they hired 318 beavers and 544 spiders how many workers in total did they hire to make the framework ?,denver the dog is a famous architect in the city of animapolis . together with his engineer friend wally the wolf they decided to build the tallest building ever the animus tower . to make sure the framework of the tower is strongly built they hired the best builders in town . if they hired [NUM] beavers and [NUM] spiders how many workers in total did they hire to make the framework ?,how many workers in total did they hire to make the framework ?,318 544,n0 + n1,862
to carry heavy construction materials they employed 413 red ants and 487 black ants . how many ants did they employ in total ?,to carry heavy construction materials they employed [NUM] red ants and [NUM] black ants . how many ants did they employ in total ?,how many ants did they employ in total ?,413 487,n0 + n1,900
after the framework was finished they asked 239 monkeys and 622 termites to finish the rest of the building . how many workers finished the rest of the construction ?,after the framework was finished they asked [NUM] monkeys and [NUM] termites to finish the rest of the building . how many workers finished the rest of the construction ?,how many workers finished the rest of the construction ?,239 622,n0 + n1,861
when the building is done they wanted to make it shine brightly in the night . to fix that they commissioned 432 fireflies and 297 glow worms . how many animals worked in the lights ?,when the building is done they wanted to make it shine brightly in the night . to fix that they commissioned [NUM] fireflies and [NUM] glow worms . how many animals worked in the lights ?,how many animals worked in the lights ?,432 297,n0 + n1,729
it took all of the workers 1 year to finish the animus tower and it was indeed the brightest and tallest structure that can be seen at animapolis ' skyline . if the first half of the building has 145 stories and the second half has 255 stories . how many stories do the animus tower has ?,it took all of the workers [NUM] year to finish the animus tower and it was indeed the brightest and tallest structure that can be seen at animapolis ' skyline . if the first half of the building has [NUM] stories and the second half has [NUM] stories . how many stories do the animus tower has ?,how many stories do the animus tower has ?,1 145 255,n1 + n2,400
it 's new year 's eve . benjamin and his family went to new york city to take part in the celebration that is going to take place later that night . before the evening celebrations benjamin wanted to see some of the famous places in nyc first . from the hotel he walked 234 steps to the nearest restaurant then another 378 steps to central park . how many steps did he take to get to central park from the hotel ?,it 's new year 's eve . benjamin and his family went to new york city to take part in the celebration that is going to take place later that night . before the evening celebrations benjamin wanted to see some of the famous places in nyc first . from the hotel he walked [NUM] steps to the nearest restaurant then another [NUM] steps to central park . how many steps did he take to get to central park from the hotel ?,how many steps did he take to get to central park from the hotel ?,234 378,n0 + n1,612
next on his list is the famous empire state building . there he learned that the building stands 1250 feet to the top floor and the antenna spire is 204 feet . how tall is the empire state building ?,next on his list is the famous empire state building . there he learned that the building stands [NUM] feet to the top floor and the antenna spire is [NUM] feet . how tall is the empire state building ?,how tall is the empire state building ?,1250 204,n0 + n1,1454
at the top of the empire state building he saw the madison square garden so he decided to go there as well . it took him 676 steps to get down the building and 315 steps from the building to madison square garden . how many steps did he take to get to madison square ?,at the top of the empire state building he saw the madison square garden so he decided to go there as well . it took him [NUM] steps to get down the building and [NUM] steps from the building to madison square garden . how many steps did he take to get to madison square ?,how many steps did he take to get to madison square ?,676 315,n0 + n1,991
it 's getting dark so he decided to take 1 last stop . he took a cab to the metropolitan museum of art . if he saw 465 pieces of asian art and 527 pieces of egyptian art how many pieces of art did he see ?,it 's getting dark so he decided to take [NUM] last stop . he took a cab to the metropolitan museum of art . if he saw [NUM] pieces of asian art and [NUM] pieces of egyptian art how many pieces of art did he see ?,how many pieces of art did he see ?,1 465 527,n1 + n2,992
after visiting the museum benjamin went back to the hotel where he prepared for new year 's eve at the annual times square ball drop . to get there he took 354 steps to the rockefeller center then 228 steps to times square itself . how many steps did he take before reaching times square ?,after visiting the museum benjamin went back to the hotel where he prepared for new year 's eve at the annual times square ball drop . to get there he took [NUM] steps to the rockefeller center then [NUM] steps to times square itself . how many steps did he take before reaching times square ?,how many steps did he take before reaching times square ?,354 228,n0 + n1,582
sofia president of the school student organization held a meeting to talk about the food being served at the school cafeteria . the first order of business is to discuss whether the students like the food being served at the school . if 383 students said that they like the food and 431 students said they did n't how many students participated in the discussion ?,sofia president of the school student organization held a meeting to talk about the food being served at the school cafeteria . the first order of business is to discuss whether the students like the food being served at the school . if [NUM] students said that they like the food and [NUM] students said they did n't how many students participated in the discussion ?,how many students participated in the discussion ?,383 431,n0 + n1,814
after agreeing that the school menu needs to be changed they had a vote for food suggestions . if 337 voted to add more veggies to the menu and 335 voted to add more meat how many students voted ?,after agreeing that the school menu needs to be changed they had a vote for food suggestions . if [NUM] voted to add more veggies to the menu and [NUM] voted to add more meat how many students voted ?,how many students voted ?,337 335,n0 + n1,672
since the result of the vote was close it was decided that they will balance the menu with both meat and vegetables . this decision was agreed upon by 154 third grade students and 237 fourth grade students . how many students agreed with the decision ?,since the result of the vote was close it was decided that they will balance the menu with both meat and vegetables . this decision was agreed upon by [NUM] third grade students and [NUM] fourth grade students . how many students agreed with the decision ?,how many students agreed with the decision ?,154 237,n0 + n1,391
because of the decision sofia asked the students to suggest specific types of food . if 279 students suggested adding mashed potatoes while 234 suggested adding bacon to the menu how many students participated in the suggestion of new food items ?,because of the decision sofia asked the students to suggest specific types of food . if [NUM] students suggested adding mashed potatoes while [NUM] suggested adding bacon to the menu how many students participated in the suggestion of new food items ?,how many students participated in the suggestion of new food items ?,279 234,n0 + n1,513
after a week sofia did a survey to ask if the students liked the new menu . she found out that 235 students liked the new menu while 165 did n't . how many students took part in sofia 's survey ?,after a week sofia did a survey to ask if the students liked the new menu . she found out that [NUM] students liked the new menu while [NUM] did n't . how many students took part in sofia 's survey ?,how many students took part in sofia 's survey ?,235 165,n0 + n1,400
winter is almost here and most animals are migrating to warmer countries . there are 67 bird families living near the mountain . if 32 bird families flew away for winter how many bird families were left near the mountain ?,winter is almost here and most animals are migrating to warmer countries . there are [NUM] bird families living near the mountain . if [NUM] bird families flew away for winter how many bird families were left near the mountain ?,how many bird families were left near the mountain ?,67 32,n0 - n1,35
at the river 25 out of 55 salmon families went to warmer waters to avoid being frozen . how many salmon families were left in the river ?,at the river [NUM] out of [NUM] salmon families went to warmer waters to avoid being frozen . how many salmon families were left in the river ?,how many salmon families were left in the river ?,25 55,n1 - n0,30
the wolves though accustomed to cold weather also wanted to move away from the incoming winter . if there are 43 packs of wolves living in the forest and 31 packs went away how many wolf packs were left in the forest ?,the wolves though accustomed to cold weather also wanted to move away from the incoming winter . if there are [NUM] packs of wolves living in the forest and [NUM] packs went away how many wolf packs were left in the forest ?,how many wolf packs were left in the forest ?,43 31,n0 - n1,12
some deer families are also moving out to avoid the shortage of grass that will result from occasional blizzards . if there are 79 deer families in the area and around 45 of them stayed how many deer families moved out ?,some deer families are also moving out to avoid the shortage of grass that will result from occasional blizzards . if there are [NUM] deer families in the area and around [NUM] of them stayed how many deer families moved out ?,how many deer families moved out ?,79 45,n0 - n1,34
even the chipmunks are trying to get away to find other warmer places to stay . if 21 chipmunk families were left from the original 86 families how many chipmunk families went away ?,even the chipmunks are trying to get away to find other warmer places to stay . if [NUM] chipmunk families were left from the original [NUM] families how many chipmunk families went away ?,how many chipmunk families went away ?,21 86,n1 - n0,65
wendy is a very generous kid . every time her parents buy her some stuff she always gives some of it to her friends . for her birthday this year she received a new set of shoes . she now has a total of 33 pairs of shoes . if she gave away 14 pairs of shoes to her friends how many pairs of shoes were left to her ?,wendy is a very generous kid . every time her parents buy her some stuff she always gives some of it to her friends . for her birthday this year she received a new set of shoes . she now has a total of [NUM] pairs of shoes . if she gave away [NUM] pairs of shoes to her friends how many pairs of shoes were left to her ?,how many pairs of shoes were left to her ?,33 14,n0 - n1,19
at the first day back in school her parents bought her different colored pens . if her parents bought her 56 pens and she gave 22 of those to her friends how many pens were left for her to use ?,at the first day back in school her parents bought her different colored pens . if her parents bought her [NUM] pens and she gave [NUM] of those to her friends how many pens were left for her to use ?,how many pens were left for her to use ?,56 22,n0 - n1,34
during halloween she was able to get a lot of candies from trick or treating . she decided to give away some of them to the homeless kids nearby . if she has 60 candies and gave away 40 how many does she have left ?,during halloween she was able to get a lot of candies from trick or treating . she decided to give away some of them to the homeless kids nearby . if she has [NUM] candies and gave away [NUM] how many does she have left ?,how many does she have left ?,60 40,n0 - n1,20
thanksgiving came and their family hosted their building 's thanksgiving dinner . they prepared a lot of food so she asked her parents if they could donate some to the soup kitchen next bock . if they prepared 36 turkeys and gave 18 of it to the soup kitchen how many were left for them to eat ?,thanksgiving came and their family hosted their building 's thanksgiving dinner . they prepared a lot of food so she asked her parents if they could donate some to the soup kitchen next bock . if they prepared [NUM] turkeys and gave [NUM] of it to the soup kitchen how many were left for them to eat ?,how many were left for them to eat ?,36 18,n0 - n1,18
christmas came and as usual she received 77 gifts to put under the christmas tree . she wanted to make other kids happy so she sent 66 of her gifts to the orphanage downtown . how many gifts were left under their christmas tree ?,christmas came and as usual she received [NUM] gifts to put under the christmas tree . she wanted to make other kids happy so she sent [NUM] of her gifts to the orphanage downtown . how many gifts were left under their christmas tree ?,how many gifts were left under their christmas tree ?,77 66,n0 - n1,11
alicia loves collecting art . she has a whole house filled with all the art she obtained since she was a little kid . when she decided to move away she started donating some of her art to different museums . first museum she went to was the metropolitan museum in new york . she donated 46 medieval art pieces from the 70 she originally has . how many medieval art pieces were left with her ?,alicia loves collecting art . she has a whole house filled with all the art she obtained since she was a little kid . when she decided to move away she started donating some of her art to different museums . first museum she went to was the metropolitan museum in new york . she donated [NUM] medieval art pieces from the [NUM] she originally has . how many medieval art pieces were left with her ?,how many medieval art pieces were left with her ?,46 70,n1 - n0,24
the next museum on her list is the guggenheim in new york as well . there she gave 51 sets of egyptian mask from her collection of 90 how many sets of masks were left in alicia 's collection ?,the next museum on her list is the guggenheim in new york as well . there she gave [NUM] sets of egyptian mask from her collection of [NUM] how many sets of masks were left in alicia 's collection ?,many sets of masks were left in alicia 's collection ?,51 90,n1 - n0,39
after new york she decided to visit the smithsonian in washington dc . if she has 63 miniature aircrafts and she gave away 49 to the national air and space museum how many are left with her ?,after new york she decided to visit the smithsonian in washington dc . if she has [NUM] miniature aircrafts and she gave away [NUM] to the national air and space museum how many are left with her ?,how many are left with her ?,63 49,n0 - n1,14
she also decided to contribute to the collection of the museum of natural history . after donating some of her bug collection she was left with 39 bug species . if she originally has 98 bug species how many did she donate ?,she also decided to contribute to the collection of the museum of natural history . after donating some of her bug collection she was left with [NUM] bug species . if she originally has [NUM] bug species how many did she donate ?,how many did she donate ?,39 98,n1 - n0,59
her last stop was the post office . there she sent her rock collection to the geological museum in london . she was left with her 15 favorite stones after sending away a part of her collection . if she originally has 78 stones in her collection how many did she send away ?,her last stop was the post office . there she sent her rock collection to the geological museum in london . she was left with her [NUM] favorite stones after sending away a part of her collection . if she originally has [NUM] stones in her collection how many did she send away ?,how many did she send away ?,15 78,n1 - n0,63
jasmine also bought some chips for her friends in which she got for a discount of $ 17.00 . if the chips originally cost $ 35.00 how much did she actually spend on chips ?,jasmine also bought some chips for her friends in which she got for a discount of $ [NUM] . if the chips originally cost $ [NUM] how much did she actually spend on chips ?,how much did she actually spend on chips ?,17.00 35.00,n1 - n0,18
when she came back to her mother she returned $ 27.00 worth of change . from the initial $ 100.00 that her mom gave her how much money in total did she spend on buying groceries ?,when she came back to her mother she returned $ [NUM] worth of change . from the initial $ [NUM] that her mom gave her how much money in total did she spend on buying groceries ?,how much money in total did she spend on buying groceries ?,27.00 100.00,n1 - n0,73
it 's basketball season in ashford elementary school . chuck the team captain of the blue team is feeling nervous about it . their first opponent is the red team composed of other 3 graders gave them a hard time . if they lost by 13 points and the red team scored 61 points what is their team 's final score ?,it 's basketball season in ashford elementary school . chuck the team captain of the blue team is feeling nervous about it . their first opponent is the red team composed of other [NUM] graders gave them a hard time . if they lost by [NUM] points and the red team scored [NUM] points what is their team 's final score ?,what is their team 's final score ?,3 13 61,n2 - n1,48
feeling sad about their loss on their first game chuck and his teammates were determined to win on their next match against the yellow team . they scored 72 points and the yellow team scored 55 how large was their lead ?,feeling sad about their loss on their first game chuck and his teammates were determined to win on their next match against the yellow team . they scored [NUM] points and the yellow team scored [NUM] how large was their lead ?,how large was their lead ?,72 55,n0 - n1,17
their next opponent was the green team . if their final score is 68 points and they led by 29 points what is green team 's final score ?,their next opponent was the green team . if their final score is [NUM] points and they led by [NUM] points what is green team 's final score ?,what is green team 's final score ?,68 29,n0 - n1,39
with the win streak that they have chuck 's team was able to get into the playoffs . they reached the semi-finals where they played against the black team . if they finished the game with 83 points and won it by 18 points what is the black team 's final score ?,with the win streak that they have chuck 's team was able to get into the playoffs . they reached the semi-finals where they played against the black team . if they finished the game with [NUM] points and won it by [NUM] points what is the black team 's final score ?,what is the black team 's final score ?,83 18,n0 - n1,65
for the championship game they faced the powerful red team . wanting redemption chuck and his teammates did their best and gave everything that they 've got . in the end they won the game with the final score of 95 if the red team scored 76 points how large was the difference of their scores ?,for the championship game they faced the powerful red team . wanting redemption chuck and his teammates did their best and gave everything that they 've got . in the end they won the game with the final score of [NUM] if the red team scored [NUM] points how large was the difference of their scores ?,how large was the difference of their scores ?,95 76,n0 - n1,19
simon mark kevin and carl love collecting stamps . they meet up every month to compare and share their collections with each other . during the previous month kevin was able to collect 45 stamps while simon was only able to collect 27 how many more stamps does kevin have more than simon ?,simon mark kevin and carl love collecting stamps . they meet up every month to compare and share their collections with each other . during the previous month kevin was able to collect [NUM] stamps while simon was only able to collect [NUM] how many more stamps does kevin have more than simon ?,many more stamps does kevin have more than simon ?,45 27,n0 - n1,18
carl on the other hand was able to collect 74 stamps which are 36 more than what mark was able to collect . how many stamps was mark able to collect ?,carl on the other hand was able to collect [NUM] stamps which are [NUM] more than what mark was able to collect . how many stamps was mark able to collect ?,how many stamps was mark able to collect ?,74 36,n0 - n1,38
if carl has a total of 89 stamps and kevin has 57 how many more stamps does carl have more than kevin ?,if carl has a total of [NUM] stamps and kevin has [NUM] how many more stamps does carl have more than kevin ?,how many more stamps does carl have more than kevin ?,89 57,n0 - n1,32
the following month the 4 friends met again to share their collections . carl having the most number of stamps among all of them decided to give away some of his collections . if he has 96 stamps during that month and he gave away 48 how many stamps were left with him ?,the following month the [NUM] friends met again to share their collections . carl having the most number of stamps among all of them decided to give away some of his collections . if he has [NUM] stamps during that month and he gave away [NUM] how many stamps were left with him ?,how many stamps were left with him ?,4 96 48,n1 - n2,48
before his friends gave him more stamps simon initially had 34 stamps . if he now has 61 stamps how many stamps did he receive from his friends ?,before his friends gave him more stamps simon initially had [NUM] stamps . if he now has [NUM] stamps how many stamps did he receive from his friends ?,how many stamps did he receive from his friends ?,34 61,n1 - n0,27
rob is very fond of tall structures . he likes collecting pictures and comparing them . 2 of his favorite buildings are chicago 's sears tower and dubai 's burj khalifa . if burj khalifa stands at 830 meters high and sears stands at 527 meters high how much higher is burj khalifa than sears ?,rob is very fond of tall structures . he likes collecting pictures and comparing them . [NUM] of his favorite buildings are chicago 's sears tower and dubai 's burj khalifa . if burj khalifa stands at [NUM] meters high and sears stands at [NUM] meters high how much higher is burj khalifa than sears ?,how much higher is burj khalifa than sears ?,2 830 527,n1 - n2,303
rob also compared the empire state building and the petronas towers . what is the height difference between the 2 if the empire state building is 443 m tall and the petronas towers is 452 m tall ?,rob also compared the empire state building and the petronas towers . what is the height difference between the [NUM] if the empire state building is [NUM] m tall and the petronas towers is [NUM] m tall ?,what is the height difference between the [NUM] if the empire state building is [NUM] m tall and the petronas towers is [NUM] m tall ?,2 443 452,n2 - n1,9
rob also matched the london eye which stands at 443 ft and las vegas ' high roller standing at 550 ft. being the tallest ferris wheel in the world how much taller is high roller than the london eye ?,rob also matched the london eye which stands at [NUM] ft and las vegas ' high roller standing at [NUM] ft. being the tallest ferris wheel in the world how much taller is high roller than the london eye ?,how much taller is high roller than the london eye ?,443 550,n1 - n0,107
lastly rob compared canada 's cn tower and seattle 's space needle . how tall is the space needle if the cn tower stands at 553 m high and it is taller than the space needle by 369 m ?,lastly rob compared canada 's cn tower and seattle 's space needle . how tall is the space needle if the cn tower stands at [NUM] m high and it is taller than the space needle by [NUM] m ?,how tall is the space needle if the cn tower stands at [NUM] m high and it is taller than the space needle by [NUM] m ?,553 369,n0 - n1,184
