Text,Problem,Question,Numbers,Equation,Answer,Constants
四(1)班有男生21人、女生18人，全班同学一起去公园游湖．乘船的票价是每人25元，全班同学乘船需要多少元？,四( [NUM] )班有男生 [NUM] 人、女生 [NUM] 人，全班同学一起去公园游湖．乘船的票价是每人 [NUM] 元，全班同学乘船需要多少元？,全班同学乘船需要多少元？,1 21 18 25,( n1 * n3 ) + ( n2 * n3 ),975.0,
李老师买了一个足球135元，买了4个篮球共花了180元，一个足球比一个篮球多花多少钱？,李老师买了一个足球 [NUM] 元，买了 [NUM] 个篮球共花了 [NUM] 元，一个足球比一个篮球多花多少钱？,一个足球比一个篮球多花多少钱？,135 4 180,n0 - ( n2 / n1 ),90.0,
有一个长方形花圃，宽是15米，长30米．如果每平方米栽9棵花，这个花圃一共能栽多少棵花？,有一个长方形花圃，宽是 [NUM] 米，长 [NUM] 米．如果每平方米栽 [NUM] 棵花，这个花圃一共能栽多少棵花？,这个花圃一共能栽多少棵花？,15 30 9,( n1 * n0 ) * n2,4050.0,
小明把900元压岁钱存入银行，存期一年，利率是2.25%，到期后他一共可得多少利息？,小明把 [NUM] 元压岁钱存入银行，存期一年，利率是 [NUM] ，到期后他一共可得多少利息？,到期后他一共可得多少利息？,900 0.0225,( n0 * n1 ) * x1,20.25,1
希望小学图书室有4个书架，每个书架上面都放了285本书，借出386本，还剩多少本？,希望小学图书室有 [NUM] 个书架，每个书架上面都放了 [NUM] 本书，借出 [NUM] 本，还剩多少本？,还剩多少本？,4 285 386,( n1 * n0 ) - n2,754.0,
一个工厂由于采用新工艺，现在每件产品的成本是37.4元，比原来降低了15%，原来生产成本是多少元？,一个工厂由于采用新工艺，现在每件产品的成本是 [NUM] 元，比原来降低了 [NUM] ，原来生产成本是多少元？,原来生产成本是多少元？,37.4 0.15,n0 / ( x1 - n1 ),44.0,1
贤墨家要用涂料粉剧一面长3.8米、高2.75米的墙壁，墙上有一扇长2.2米、宽1.4米的窗户，粉刷1平方米大约需要涂料0.6kg，粉刷这面墙大约要准备多少千克涂料？,贤墨家要用涂料粉剧一面长 [NUM] 米、高 [NUM] 米的墙壁，墙上有一扇长 [NUM] 米、宽 [NUM] 米的窗户，粉刷 [NUM] 平方米大约需要涂料 [NUM] kg，粉刷这面墙大约要准备多少千克涂料？,粉刷这面墙大约要准备多少千克涂料？,3.8 2.75 2.2 1.4 1 0.6,( ( n0 * n1 ) - ( n2 * n3 ) ) * n5,4.422,
文具店有各类笔共950盒，第一天卖了250盒，第二天比第一天多卖170盒．第二天卖了多少盒？,文具店有各类笔共 [NUM] 盒，第一天卖了 [NUM] 盒，第二天比第一天多卖 [NUM] 盒．第二天卖了多少盒？,第二天卖了多少盒？,950 250 170,n1 + n2,420.0,
一只山羊重64千克，一头牛的重量是山羊的6倍。这头牛重多少千克？,一只山羊重 [NUM] 千克，一头牛的重量是山羊的 [NUM] 倍。这头牛重多少千克？,这头牛重多少千克？,64 6,n0 * n1,384.0,
商店有846枝铅笔，钢笔比铅笔少280枝，商店有多少枝钢笔？,商店有 [NUM] 枝铅笔，钢笔比铅笔少 [NUM] 枝，商店有多少枝钢笔？,商店有多少枝钢笔？,846 280,n0 - n1,566.0,
红红看一本故事书，第一天看了12页，第二天看了18页，第三天看了26页，正好把书看完．这本故事书共有多少页？,红红看一本故事书，第一天看了 [NUM] 页，第二天看了 [NUM] 页，第三天看了 [NUM] 页，正好把书看完．这本故事书共有多少页？,这本故事书共有多少页？,12 18 26,( n0 + n1 ) + n2,56.0,
甲乙两辆汽车同时从相距630千米的两地相对开出，经过4.2小时两车相遇．已知甲车每小时行70千米，乙车每小时行多少千米？,甲乙两辆汽车同时从相距 [NUM] 千米的两地相对开出，经过 [NUM] 小时两车相遇．已知甲车每小时行 [NUM] 千米，乙车每小时行多少千米？,乙车每小时行多少千米？,630 4.2 70,( n0 / n1 ) - n2,80.0,
一块长方形地，长是80米，宽是45米．如果把宽增加5米，要使面积不变，长应减少多少米？,一块长方形地，长是 [NUM] 米，宽是 [NUM] 米．如果把宽增加 [NUM] 米，要使面积不变，长应减少多少米？,长应减少多少米？,80 45 5,n0 - ( ( n0 * n1 ) / ( n1 + n2 ) ),8.0,
童星玩具厂每天生产航模玩具85个，车模玩具92个。那么7月份总共31天，车模玩具生产了多少个？,童星玩具厂每天生产航模玩具 [NUM] 个，车模玩具 [NUM] 个。那么 [NUM] 月份总共 [NUM] 天，车模玩具生产了多少个？,车模玩具生产了多少个？,85 92 7 31,n1 * n3,2852.0,
海参以海底藻类和浮游生物为食物，号称“海洋清道夫”，每只海参每天吞食食物56克，半个月（15天）能吞食食物多少克？,海参以海底藻类和浮游生物为食物，号称“海洋清道夫”，每只海参每天吞食食物 [NUM] 克，半个月（ [NUM] 天）能吞食食物多少克？,半个月（ [NUM] 天）能吞食食物多少克？,56 15,n0 * n1,840.0,
玩旋转木马的有171人，玩小火车的有207人，玩蹦蹦床的有122人，问:玩小火车的人比玩旋转木马的人多多少？,玩旋转木马的有 [NUM] 人，玩小火车的有 [NUM] 人，玩蹦蹦床的有 [NUM] 人，问:玩小火车的人比玩旋转木马的人多多少？,问:玩小火车的人比玩旋转木马的人多多少？,171 207 122,n1 - n0,36.0,
一本书共有400页，小明第一个星期看了135页，第二个星期看了84页，还剩多少页？,一本书共有 [NUM] 页，小明第一个星期看了 [NUM] 页，第二个星期看了 [NUM] 页，还剩多少页？,还剩多少页？,400 135 84,( n0 - n1 ) - n2,181.0,
学校教具厂做一批教具，原计划每天做36个教具，12天做完．党的十九大后提高生产效益，生产时实际每天做54个，实际用多少天做完？,学校教具厂做一批教具，原计划每天做 [NUM] 个教具， [NUM] 天做完．党的十九大后提高生产效益，生产时实际每天做 [NUM] 个，实际用多少天做完？,实际用多少天做完？,36 12 54,( n0 * n1 ) / n2,8.0,
修路队修一条公路，5天修了24.5米，平均每天修多少米？,修路队修一条公路， [NUM] 天修了 [NUM] 米，平均每天修多少米？,平均每天修多少米？,5 24.5,n1 / n0,4.9,
某书店的《百科全书》，15本需要720元。如果李老师只买8本，需要多少钱？,某书店的《百科全书》， [NUM] 本需要 [NUM] 元。如果李老师只买 [NUM] 本，需要多少钱？,需要多少钱？,15 720 8,( n1 / n0 ) * n2,384.0,
世界上最大的沙漠是非洲北部的撒哈拉沙漠，面积约906万平方千米．世界上最大的平原是南美洲的亚马孙平原，它的面积约比撒哈拉沙漠少346万平方千米．亚马孙平原的面积约是多少万平方千米？,世界上最大的沙漠是非洲北部的撒哈拉沙漠，面积约 [NUM] 万平方千米．世界上最大的平原是南美洲的亚马孙平原，它的面积约比撒哈拉沙漠少 [NUM] 万平方千米．亚马孙平原的面积约是多少万平方千米？,亚马孙平原的面积约是多少万平方千米？,906 346,n0 - n1,560.0,
四年级共需要植树1200棵，每班每天植树115棵，4个班需要多少天才能完成任务？,四年级共需要植树 [NUM] 棵，每班每天植树 [NUM] 棵， [NUM] 个班需要多少天才能完成任务？, [NUM] 个班需要多少天才能完成任务？,1200 115 4,( n0 / n1 ) / n2,2.6087,
一个长方形长12厘米，是宽的4倍，这个长方形的面积是多少？,一个长方形长 [NUM] 厘米，是宽的 [NUM] 倍，这个长方形的面积是多少？,这个长方形的面积是多少？,12 4,n0 * ( n0 / n1 ),36.0,
包装480瓶墨水，一共装了8箱，每箱装10盒装一箱．每盒装多少瓶？,包装 [NUM] 瓶墨水，一共装了 [NUM] 箱，每箱装 [NUM] 盒装一箱．每盒装多少瓶？,每盒装多少瓶？,480 8 10,n0 / ( n1 * n2 ),6.0,
明明把500元的压岁钱存入银行，他按一年期整存整取的方式办理(年利率为1.95%)，到期时他应得利息多少元？,明明把 [NUM] 元的压岁钱存入银行，他按一年期整存整取的方式办理(年利率为 [NUM] )，到期时他应得利息多少元？,到期时他应得利息多少元？,500 0.0195,( n0 * n1 ) * x1,9.75,1
一本故事书共180页，笑笑已经看了100页，余下的想用8天看完，平均每天看多少页？,一本故事书共 [NUM] 页，笑笑已经看了 [NUM] 页，余下的想用 [NUM] 天看完，平均每天看多少页？,平均每天看多少页？,180 100 8,( n0 - n1 ) / n2,10.0,
买4个篮球一共花了428元，再买6个同样的篮球，还要花多少钱？,买 [NUM] 个篮球一共花了 [NUM] 元，再买 [NUM] 个同样的篮球，还要花多少钱？,还要花多少钱？,4 428 6,( n1 / n0 ) * n2,642.0,
张阿姨做的一套童装用布2.2米，50米最多可以做多少套这样的童装？,张阿姨做的一套童装用布 [NUM] 米， [NUM] 米最多可以做多少套这样的童装？, [NUM] 米最多可以做多少套这样的童装？,2.2 50,n1 / n0,22.7273,
小华从家到学校共走了490.5米的路，如果她的平均步长0.75米，从家到学校一共走了多少步？,小华从家到学校共走了 [NUM] 米的路，如果她的平均步长 [NUM] 米，从家到学校一共走了多少步？,从家到学校一共走了多少步？,490.5 0.75,n0 / n1,654.0,
"水果店包装一种果篮,其中每个果篮需要1.2千克橘子和0.8千克苹果,一天包装这样的果篮共用去36千克的苹果,你知道共用了多少千克橘子吗？","水果店包装一种果篮,其中每个果篮需要 [NUM] 千克橘子和 [NUM] 千克苹果,一天包装这样的果篮共用去 [NUM] 千克的苹果,你知道共用了多少千克橘子吗？",你知道共用了多少千克橘子吗？,1.2 0.8 36,( n2 / n1 ) * n0,54.0,
"欢欢买了一支铅笔和一支钢笔一共花了5.3元,小乔买了同样的2支铅笔和一支钢笔一共花了5.85元,你知道一支铅笔多少钱吗?","欢欢买了一支铅笔和一支钢笔一共花了 [NUM] 元,小乔买了同样的 [NUM] 支铅笔和一支钢笔一共花了 [NUM] 元,你知道一支铅笔多少钱吗?",你知道一支铅笔多少钱吗?,5.3 2 5.85,n2 - n0,0.55,
农夫果园今年获得了大丰收，收获了360箱苹果，255箱梨。一辆卡车每次能运70箱，这辆卡车要多少次才能全部运完？,农夫果园今年获得了大丰收，收获了 [NUM] 箱苹果， [NUM] 箱梨。一辆卡车每次能运 [NUM] 箱，这辆卡车要多少次才能全部运完？,这辆卡车要多少次才能全部运完？,360 255 70,( n0 + n1 ) / n2,8.7857,
实验小学的180名学生在“重阳节”去敬老院慰问老人．平均分成5队，每队分成4组进行活动．平均每组有多少名学生？,实验小学的 [NUM] 名学生在“重阳节”去敬老院慰问老人．平均分成 [NUM] 队，每队分成 [NUM] 组进行活动．平均每组有多少名学生？,平均每组有多少名学生？,180 5 4,( n0 / n1 ) / n2,9.0,
城南小学有学生576人，食堂要给每人发一杯牛奶和一根火腿肠，已知每盒牛奶有4杯，每袋火腿肠有8根，食堂需要准备多少袋火腿肠？,城南小学有学生 [NUM] 人，食堂要给每人发一杯牛奶和一根火腿肠，已知每盒牛奶有 [NUM] 杯，每袋火腿肠有 [NUM] 根，食堂需要准备多少袋火腿肠？,食堂需要准备多少袋火腿肠？,576 4 8,n0 / n2,72.0,
畜牧场养山羊95只，养的绵羊的只数是山羊的12倍。养绵羊多少只？,畜牧场养山羊 [NUM] 只，养的绵羊的只数是山羊的 [NUM] 倍。养绵羊多少只？,养绵羊多少只？,95 12,n0 * n1,1140.0,
参加夏令营的男生有192人，女生有168人，每12人组成一个队，女生组成的小队比男生组成的小队少几队？,参加夏令营的男生有 [NUM] 人，女生有 [NUM] 人，每 [NUM] 人组成一个队，女生组成的小队比男生组成的小队少几队？,女生组成的小队比男生组成的小队少几队？,192 168 12,( n0 - n1 ) / n2,2.0,
丽丽每天骑自行车上学，她平均每分钟骑180米，需要骑8分钟，丽丽家离学校有多远？,丽丽每天骑自行车上学，她平均每分钟骑 [NUM] 米，需要骑 [NUM] 分钟，丽丽家离学校有多远？,丽丽家离学校有多远？,180 8,n0 * n1,1440.0,
小丁丁在一张长17厘米、宽12厘米的彩色手工纸上，剪下一个最大的正方形，这个正方形的彩纸的面积是多少平方厘米？,小丁丁在一张长 [NUM] 厘米、宽 [NUM] 厘米的彩色手工纸上，剪下一个最大的正方形，这个正方形的彩纸的面积是多少平方厘米？,这个正方形的彩纸的面积是多少平方厘米？,17 12,n1 * n1,144.0,
上个月胜利小学一共用水125.2吨，每吨水的价格是1.8元，学校有16个班级，每个班级平均应分摊多少元？,上个月胜利小学一共用水 [NUM] 吨，每吨水的价格是 [NUM] 元，学校有 [NUM] 个班级，每个班级平均应分摊多少元？,每个班级平均应分摊多少元？,125.2 1.8 16,( n0 * n1 ) / n2,14.085,
学校买了6台同样的复读机，花了840元，如果再买10台这样的复读机，要用多少元？,学校买了 [NUM] 台同样的复读机，花了 [NUM] 元，如果再买 [NUM] 台这样的复读机，要用多少元？,要用多少元？,6 840 10,( n1 / n0 ) * n2,1400.0,
实验小学280人去蔬菜基地参观，如果租每辆限载40人的大巴，那么需要租多少辆？,实验小学 [NUM] 人去蔬菜基地参观，如果租每辆限载 [NUM] 人的大巴，那么需要租多少辆？,那么需要租多少辆？,280 40,n0 / n1,7.0,
博雅学校有男生376人，女生289人．全校共有学生多少人？,博雅学校有男生 [NUM] 人，女生 [NUM] 人．全校共有学生多少人？,全校共有学生多少人？,376 289,n0 + n1,665.0,
“四季春”花店第一天的营业额是468元，第二天上午的营业额是244元，下午的营业额是156元。这两天的营业额一共是多少元？,“四季春”花店第一天的营业额是 [NUM] 元，第二天上午的营业额是 [NUM] 元，下午的营业额是 [NUM] 元。这两天的营业额一共是多少元？,这两天的营业额一共是多少元？,468 244 156,( n0 + n1 ) + n2,868.0,
丽丽要折99颗幸运星送给妈妈，已经折了35颗，剩下的要8天折完，平均每天折多少颗幸运星？,丽丽要折 [NUM] 颗幸运星送给妈妈，已经折了 [NUM] 颗，剩下的要 [NUM] 天折完，平均每天折多少颗幸运星？,平均每天折多少颗幸运星？,99 35 8,( n0 - n1 ) / n2,8.0,
一批货物重18.2吨，运走一部分后还剩下12.5吨没有运，已运了多少吨？,一批货物重 [NUM] 吨，运走一部分后还剩下 [NUM] 吨没有运，已运了多少吨？,已运了多少吨？,18.2 12.5,n0 - n1,5.7,
小雨和小雪共画了15朵花，小雨画了5朵，小雪画了几朵？,小雨和小雪共画了 [NUM] 朵花，小雨画了 [NUM] 朵，小雪画了几朵？,小雪画了几朵？,15 5,n0 - n1,10.0,
"学校图书室购进童话书和故事书各150套。童话书每套16.8元,故事书每套13.2元。购进童话书用的钱比故事书多多少元？","学校图书室购进童话书和故事书各 [NUM] 套。童话书每套 [NUM] 元,故事书每套 [NUM] 元。购进童话书用的钱比故事书多多少元？",购进童话书用的钱比故事书多多少元？,150 16.8 13.2,( n1 - n2 ) * n0,540.0,
水果店运来485筐水果，上午卖了270筐，下午又运来175筐，现在水果店里有多少筐水果？,水果店运来 [NUM] 筐水果，上午卖了 [NUM] 筐，下午又运来 [NUM] 筐，现在水果店里有多少筐水果？,现在水果店里有多少筐水果？,485 270 175,( n0 - n1 ) + n2,390.0,
在一次测验中，六(1)班48人的平均成绩是85.5分，已知全班23名男生的平均成绩是86.5分，那么全班女生的平均成绩是多少分？,在一次测验中，六( [NUM] )班 [NUM] 人的平均成绩是 [NUM] 分，已知全班 [NUM] 名男生的平均成绩是 [NUM] 分，那么全班女生的平均成绩是多少分？,那么全班女生的平均成绩是多少分？,1 48 85.5 23 86.5,( ( n2 * n1 ) - ( n4 * n3 ) ) / ( n1 - n3 ),84.58,
一个铺路队25小时铺路37.75米．照这样计算，6.3小时铺路多少米？,一个铺路队 [NUM] 小时铺路 [NUM] 米．照这样计算， [NUM] 小时铺路多少米？, [NUM] 小时铺路多少米？,25 37.75 6.3,( n1 / n0 ) * n2,9.513,
某施工队运水泥，4次运10.4吨。照这样计算，要运46.8吨水泥，需要运多少次？,某施工队运水泥， [NUM] 次运 [NUM] 吨。照这样计算，要运 [NUM] 吨水泥，需要运多少次？,需要运多少次？,4 10.4 46.8,n2 / ( n1 / n0 ),18.0,
一辆小轿车能坐4人，一辆大客车能坐54人，现在有10辆小轿车和8辆大客车，一共能坐多少人?,一辆小轿车能坐 [NUM] 人，一辆大客车能坐 [NUM] 人，现在有 [NUM] 辆小轿车和 [NUM] 辆大客车，一共能坐多少人?,一共能坐多少人?,4 54 10 8,( n0 * n2 ) + ( n1 * n3 ),472.0,
每千克芒果9.8元，小胖买了6.4千克．一共需要多少元？,每千克芒果 [NUM] 元，小胖买了 [NUM] 千克．一共需要多少元？,一共需要多少元？,9.8 6.4,n0 * n1,62.72,
在一个长4.2米，宽3.2米的房间里准备用每块面积为0.36平方米的地砖铺地．需准备多少块这样的地砖？,在一个长 [NUM] 米，宽 [NUM] 米的房间里准备用每块面积为 [NUM] 平方米的地砖铺地．需准备多少块这样的地砖？,需准备多少块这样的地砖？,4.2 3.2 0.36,( n0 * n1 ) / n2,37.3333,
水果店运来两车桃子，第一车重420千克，第二车分给第一车52千克后，两车的重量相同，第二车原来有多少千克桃子？,水果店运来两车桃子，第一车重 [NUM] 千克，第二车分给第一车 [NUM] 千克后，两车的重量相同，第二车原来有多少千克桃子？,第二车原来有多少千克桃子？,420 52,( n0 + n1 ) + n1,524.0,
妈妈把20000元钱存入银行，整存整取3年，年利率为4.00%，到期后妈妈得到本金和利息共多少元？,妈妈把 [NUM] 元钱存入银行，整存整取 [NUM] 年，年利率为 [NUM] ，到期后妈妈得到本金和利息共多少元？,到期后妈妈得到本金和利息共多少元？,20000 3 0.04,n0 + ( ( n0 * n2 ) * n1 ),22400.0,
一项工程，甲队独做6天完成，乙队独做8天完成，甲乙两队合作几天可以完成这项工程？,一项工程，甲队独做 [NUM] 天完成，乙队独做 [NUM] 天完成，甲乙两队合作几天可以完成这项工程？,甲乙两队合作几天可以完成这项工程？,6 8,x1 / ( ( x1 / n0 ) + ( x1 / n1 ) ),3.4286,1 1 1
"妈妈买了一些苹果,用了24.38元。如果每千克苹果4.6元,妈妈买了多少千克苹果？","妈妈买了一些苹果,用了 [NUM] 元。如果每千克苹果 [NUM] 元,妈妈买了多少千克苹果？",妈妈买了多少千克苹果？,24.38 4.6,n0 / n1,5.3,
四月份下半月用水5400吨，比上半月节约20%，上半月用水多少吨？,四月份下半月用水 [NUM] 吨，比上半月节约 [NUM] ，上半月用水多少吨？,上半月用水多少吨？,5400 0.2,n0 / ( x1 - n1 ),6750.0,1
学校图书馆买来了702本科技书、309本故事书和275本连环画．故事书比连环画多多少本？,学校图书馆买来了 [NUM] 本科技书、 [NUM] 本故事书和 [NUM] 本连环画．故事书比连环画多多少本？,故事书比连环画多多少本？,702 309 275,n1 - n2,34.0,
一辆汽车行25千米耗油2升。平均每升油能行驶多少千米？,一辆汽车行 [NUM] 千米耗油 [NUM] 升。平均每升油能行驶多少千米？,平均每升油能行驶多少千米？,25 2,n0 / n1,12.5,
为治理母亲河，三年级学生捐款408元，四年级学生捐款的钱数是三年级的2倍，两个年级共捐款多少元？,为治理母亲河，三年级学生捐款 [NUM] 元，四年级学生捐款的钱数是三年级的 [NUM] 倍，两个年级共捐款多少元？,两个年级共捐款多少元？,408 2,n0 + ( n0 * n1 ),1224.0,
某天早上气温为23.5摄氏度，中午气温升高4.8摄氏度，晚上气温比中午低3.7摄氏度。这天晚上气温是多少摄氏度？,某天早上气温为 [NUM] 摄氏度，中午气温升高 [NUM] 摄氏度，晚上气温比中午低 [NUM] 摄氏度。这天晚上气温是多少摄氏度？,这天晚上气温是多少摄氏度？,23.5 4.8 3.7,( n0 + n1 ) - n2,24.6,
小明家客厅长6.2米，宽4.7米，如果选用边长为0.7米的瓷砖铺地，需要多少块？,小明家客厅长 [NUM] 米，宽 [NUM] 米，如果选用边长为 [NUM] 米的瓷砖铺地，需要多少块？,需要多少块？,6.2 4.7 0.7,( n0 * n1 ) / ( n2 * n2 ),59.4694,
超市出售的一款洗衣机原价每台720元，现在搞促销，每台便宜180元．现在这款洗衣机每台多少元？,超市出售的一款洗衣机原价每台 [NUM] 元，现在搞促销，每台便宜 [NUM] 元．现在这款洗衣机每台多少元？,现在这款洗衣机每台多少元？,720 180,n0 - n1,540.0,
2009年初，小赵存入银行1500元，年利率为2.25%．一年后，小赵一共可获得本金和利息多少元？, [NUM] 年初，小赵存入银行 [NUM] 元，年利率为 [NUM] ．一年后，小赵一共可获得本金和利息多少元？,小赵一共可获得本金和利息多少元？,2009 1500 0.0225,n1 + ( ( n1 * n2 ) * x1 ),1533.75,1
50千克的小麦可以磨面粉37.5千克，要磨675千克面粉，需要小麦多少千克？, [NUM] 千克的小麦可以磨面粉 [NUM] 千克，要磨 [NUM] 千克面粉，需要小麦多少千克？,需要小麦多少千克？,50 37.5 675,n2 / ( n1 / n0 ),900.0,
声音在软木中比在空气中每秒多传播160米，声音在空气中每秒传播约340米。声音在软木中每秒传播约多少米？,声音在软木中比在空气中每秒多传播 [NUM] 米，声音在空气中每秒传播约 [NUM] 米。声音在软木中每秒传播约多少米？,声音在软木中每秒传播约多少米？,160 340,n1 + n0,500.0,
今年小芳8岁，奶奶64岁，妈妈的年龄比小芳的4倍还多3岁。奶奶的年龄是小芳的几倍？,今年小芳 [NUM] 岁，奶奶 [NUM] 岁，妈妈的年龄比小芳的 [NUM] 倍还多 [NUM] 岁。奶奶的年龄是小芳的几倍？,奶奶的年龄是小芳的几倍？,8 64 4 3,n1 / n0,8.0,
糕点房要用10千克五仁馅制作一批五仁月饼，做一个月饼要用0.05千克五仁馅。糕点房最多可以做多少个这样的月饼？,糕点房要用 [NUM] 千克五仁馅制作一批五仁月饼，做一个月饼要用 [NUM] 千克五仁馅。糕点房最多可以做多少个这样的月饼？,糕点房最多可以做多少个这样的月饼？,10 0.05,n0 / n1,200.0,
小江家楼下有一块长方形草坪，他量得长18.5米，宽9.2米．这块草坪的面积是多少平方米？(得数保留整数),小江家楼下有一块长方形草坪，他量得长 [NUM] 米，宽 [NUM] 米．这块草坪的面积是多少平方米？(得数保留整数),这块草坪的面积是多少平方米？(得数保留整数),18.5 9.2,n0 * n1,170.2,
小青喝一杯250ml的牛奶，第一次喝了一半，然后加满了开水，第二次又喝了一半，又加满了开水，第三次还是喝了一半，再加满水，最后全部喝完．问小明共喝了多少毫升的牛奶？,小青喝一杯 [NUM] ml的牛奶，第一次喝了一半，然后加满了开水，第二次又喝了一半，又加满了开水，第三次还是喝了一半，再加满水，最后全部喝完．问小明共喝了多少毫升的牛奶？,问小明共喝了多少毫升的牛奶？,250,n0 * x1,250.0,1
小明把900元压岁钱存入银行，存期一年，利率是2.25%，到期后他一共可得多少利息？,小明把 [NUM] 元压岁钱存入银行，存期一年，利率是 [NUM] ，到期后他一共可得多少利息？,到期后他一共可得多少利息？,900 0.0225,( n0 * n1 ) * x1,20.25,1
小亮有零花钱25.6元，卖矿泉水瓶又得到3.2元。用这些钱可以买6枝笔，也可以买12本笔记本。每本笔记本多少钱？,小亮有零花钱 [NUM] 元，卖矿泉水瓶又得到 [NUM] 元。用这些钱可以买 [NUM] 枝笔，也可以买 [NUM] 本笔记本。每本笔记本多少钱？,每本笔记本多少钱？,25.6 3.2 6 12,( n0 + n1 ) / n3,2.4,
第一纺织厂有48台织布机，3.5小时共织布840米，平均每台织布机每小时织布多少米？,第一纺织厂有 [NUM] 台织布机， [NUM] 小时共织布 [NUM] 米，平均每台织布机每小时织布多少米？,平均每台织布机每小时织布多少米？,48 3.5 840,( n2 / n0 ) / n1,5.0,
在480米长的马路一边，每隔6米挂一盏小灯笼，两端都要挂．一共需要挂多少盏小灯笼？,在 [NUM] 米长的马路一边，每隔 [NUM] 米挂一盏小灯笼，两端都要挂．一共需要挂多少盏小灯笼？,一共需要挂多少盏小灯笼？,480 6,( n0 / n1 ) + x1,81.0,1
食堂原有大米540千克，吃掉一些后还剩290千克，吃掉多少千克大米？,食堂原有大米 [NUM] 千克，吃掉一些后还剩 [NUM] 千克，吃掉多少千克大米？,吃掉多少千克大米？,540 290,n0 - n1,250.0,
东方小学一、二年级同学给山区小朋友捐图书，一年级捐了357本，二年级比一年级多捐67本。两个年级一共捐了多少本？,东方小学一、二年级同学给山区小朋友捐图书，一年级捐了 [NUM] 本，二年级比一年级多捐 [NUM] 本。两个年级一共捐了多少本？,两个年级一共捐了多少本？,357 67,( n0 + n1 ) + n0,781.0,
买4支钢笔比买5支中性笔贵4.8元，每支中性笔1.2元，每支钢笔多少元？,买 [NUM] 支钢笔比买 [NUM] 支中性笔贵 [NUM] 元，每支中性笔 [NUM] 元，每支钢笔多少元？,每支钢笔多少元？,4 5 4.8 1.2,( ( n1 * n3 ) + n2 ) / n0,2.7,
妙想读一本书，第一天读了110页，第二天读了108页，第三天读了132页，妙想这三天一共读了多少页？,妙想读一本书，第一天读了 [NUM] 页，第二天读了 [NUM] 页，第三天读了 [NUM] 页，妙想这三天一共读了多少页？,妙想这三天一共读了多少页？,110 108 132,( n0 + n1 ) + n2,350.0,
粮店运来4车大米，每车80袋，每袋60千克，一共运来大米多少千克？,粮店运来 [NUM] 车大米，每车 [NUM] 袋，每袋 [NUM] 千克，一共运来大米多少千克？,一共运来大米多少千克？,4 80 60,( n2 * n1 ) * n0,19200.0,
三(1)班有4个组，每个组有12人，其中男生26人，女生有多少人？,三( [NUM] )班有 [NUM] 个组，每个组有 [NUM] 人，其中男生 [NUM] 人，女生有多少人？,女生有多少人？,1 4 12 26,( n1 * n2 ) - n3,22.0,
某商场手表的单价是138元，自行车的单价比手表的3倍少26元，爸爸带了1000元钱要买2辆自行车，还剩多少元？,某商场手表的单价是 [NUM] 元，自行车的单价比手表的 [NUM] 倍少 [NUM] 元，爸爸带了 [NUM] 元钱要买 [NUM] 辆自行车，还剩多少元？,还剩多少元？,138 3 26 1000 2,n3 - ( ( ( n0 * n1 ) - n2 ) * n4 ),224.0,
在一块面积是500平方米的长方形地里栽土豆，平均0.5平方米栽一株，平均每株收土豆4.9千克，这块土地共收土豆多少千克？,在一块面积是 [NUM] 平方米的长方形地里栽土豆，平均 [NUM] 平方米栽一株，平均每株收土豆 [NUM] 千克，这块土地共收土豆多少千克？,这块土地共收土豆多少千克？,500 0.5 4.9,( n0 / n1 ) * n2,4900.0,
圆形花圃的直径是7米，它的周围筑有篱笆，篱笆的周长是多少？,圆形花圃的直径是 [NUM] 米，它的周围筑有篱笆，篱笆的周长是多少？,篱笆的周长是多少？,7,x3_14 * n0,21.98,3.14
英才小学有761名学生。秋游活动中，低年级的243名学生去了动物园，中年级的256名学生去了森林公园，剩下的高年级学生都去爬山。爬山的学生有多少名？,英才小学有 [NUM] 名学生。秋游活动中，低年级的 [NUM] 名学生去了动物园，中年级的 [NUM] 名学生去了森林公园，剩下的高年级学生都去爬山。爬山的学生有多少名？,爬山的学生有多少名？,761 243 256,( n0 - n1 ) - n2,262.0,
买一棵树苗需要6元钱，720元钱可以买多少棵树苗？,买一棵树苗需要 [NUM] 元钱， [NUM] 元钱可以买多少棵树苗？, [NUM] 元钱可以买多少棵树苗？,6 720,n1 / n0,120.0,
某快餐店8月份按营业额的5%缴纳营业税3000元，这个快餐店8月份的营业额是多少元？,某快餐店 [NUM] 月份按营业额的 [NUM] 缴纳营业税 [NUM] 元，这个快餐店 [NUM] 月份的营业额是多少元？,这个快餐店 [NUM] 月份的营业额是多少元？,8 0.05 3000 8,n2 / n1,60000.0,
一个长方体的玻璃缸，长10分米、宽5分米、高8分米．这个长方体的玻璃缸容积是多少立方分米？,一个长方体的玻璃缸，长 [NUM] 分米、宽 [NUM] 分米、高 [NUM] 分米．这个长方体的玻璃缸容积是多少立方分米？,这个长方体的玻璃缸容积是多少立方分米？,10 5 8,( n0 * n1 ) * n2,400.0,
一辆轿车的售价是8.9万元，按规定，购车时还要缴纳10%的车辆购置税．购买这辆轿车实际要花多少万元？,一辆轿车的售价是 [NUM] 万元，按规定，购车时还要缴纳 [NUM] 的车辆购置税．购买这辆轿车实际要花多少万元？,购买这辆轿车实际要花多少万元？,8.9 0.1,n0 + ( n0 * n1 ),9.79,
