Text,Problem,Question,Numbers,Equation,Answer
debby makes 67 pancakes . she adds blueberries to 20 of them and bananas to 24 of them . the rest are plain . how many plain pancakes are there ?,debby makes [NUM] pancakes . she adds blueberries to [NUM] of them and bananas to [NUM] of them . the rest are plain . how many plain pancakes are there ?,how many plain pancakes are there ?,67 20 24,( n0 - n1 ) - n2,23
"at a carnival there are 87 kids teenagers and adults waiting to get in . 24 are teenagers , 19 are adults and the rest are kids . how many kids are waiting in line at the carnival ?","at a carnival there are [NUM] kids teenagers and adults waiting to get in . [NUM] are teenagers , [NUM] are adults and the rest are kids . how many kids are waiting in line at the carnival ?",how many kids are waiting in line at the carnival ?,87 24 19,( n0 - n1 ) - n2,44
an international group had 49 chinese americans and australians . 16 of them were americans and 11 of them were australians . how many chinese were there ?,an international group had [NUM] chinese americans and australians . [NUM] of them were americans and [NUM] of them were australians . how many chinese were there ?,how many chinese were there ?,49 16 11,( n0 - n1 ) - n2,22
a summer sports camp had 88 soccer campers basketball campers and football campers . if 24 of them were basketball campers and 32 of them were football campers how many soccer campers were there ?,a summer sports camp had [NUM] soccer campers basketball campers and football campers . if [NUM] of them were basketball campers and [NUM] of them were football campers how many soccer campers were there ?,how many soccer campers were there ?,88 24 32,( n0 - n1 ) - n2,32
67 medals are displayed in the sports center . there are 19 gold medals and 32 silver medals . how many bronze medals are displayed ?,[NUM] medals are displayed in the sports center . there are [NUM] gold medals and [NUM] silver medals . how many bronze medals are displayed ?,how many bronze medals are displayed ?,67 19 32,( n0 - n1 ) - n2,16
at a store there are 92 computers . 31 are sold . 20 are shipped away to a company . how many computers are left ?,at a store there are [NUM] computers . [NUM] are sold . [NUM] are shipped away to a company . how many computers are left ?,how many computers are left ?,92 31 20,( n0 - n1 ) - n2,41
there were 86 pineapples in a store . the owner sold 48 pineapples . 9 of the remaining pineapples were rotten and thrown away . how many fresh pineapples are left ?,there were [NUM] pineapples in a store . the owner sold [NUM] pineapples . [NUM] of the remaining pineapples were rotten and thrown away . how many fresh pineapples are left ?,how many fresh pineapples are left ?,86 48 9,( n0 - n1 ) - n2,29
lenny has $ 84 . he spent $ 24 on video games and $ 21 at the grocery store . how much does lenny have left ?,lenny has $ [NUM] . he spent $ [NUM] on video games and $ [NUM] at the grocery store . how much does lenny have left ?,how much does lenny have left ?,84 24 21,( n0 - n1 ) - n2,39
there are 96 trees in a park . 15 of them are huge ancient oaks and another 23 of them are medium-sized fir trees . the rest are saplings . how many saplings are in the park ?,there are [NUM] trees in a park . [NUM] of them are huge ancient oaks and another [NUM] of them are medium-sized fir trees . the rest are saplings . how many saplings are in the park ?,how many saplings are in the park ?,96 15 23,( n0 - n1 ) - n2,58
there were 86 trees in a park . 15 of them died and another 23 of them were cut . how many trees were still left ?,there were [NUM] trees in a park . [NUM] of them died and another [NUM] of them were cut . how many trees were still left ?,how many trees were still left ?,86 15 23,( n0 - n1 ) - n2,48
a mirror store has 78 mirrors in stock . 8 mirrors are broken and 57 mirrors are sold . how many mirrors are left ?,a mirror store has [NUM] mirrors in stock . [NUM] mirrors are broken and [NUM] mirrors are sold . how many mirrors are left ?,how many mirrors are left ?,78 8 57,( n0 - n1 ) - n2,13
ryan collected 89 leaves . he lost 24 leaves . after a while 43 more leaves broke . how many leaves are left in his collection ?,ryan collected [NUM] leaves . he lost [NUM] leaves . after a while [NUM] more leaves broke . how many leaves are left in his collection ?,how many leaves are left in his collection ?,89 24 43,( n0 - n1 ) - n2,22
kendra took a road trip . in the afternoon she saw 4 minivans like hers . later in the evening she saw 1 more minivan like hers . how many minivans like hers did she see in all ?,kendra took a road trip . in the afternoon she saw [NUM] minivans like hers . later in the evening she saw [NUM] more minivan like hers . how many minivans like hers did she see in all ?,how many minivans like hers did she see in all ?,4 1,n1 + n0,5
there are 4 boys and 5 girls in a preschool daycare . how many children are there in the daycare ?,there are [NUM] boys and [NUM] girls in a preschool daycare . how many children are there in the daycare ?,how many children are there in the daycare ?,4 5,n0 + n1,9
there are 7 basketballs at a school . if the school buys another 3 basketballs how many basketballs will the school have ?,there are [NUM] basketballs at a school . if the school buys another [NUM] basketballs how many basketballs will the school have ?,how many basketballs will the school have ?,7 3,n0 + n1,10
garrett went shopping for snack supplies and bought 6 oatmeal raisin granola bars and 8 peanut granola bars . how many granola bars did he buy in all ?,garrett went shopping for snack supplies and bought [NUM] oatmeal raisin granola bars and [NUM] peanut granola bars . how many granola bars did he buy in all ?,how many granola bars did he buy in all ?,6 8,n0 + n1,14
jack received 8 emails in the morning and 2 emails in the afternoon . how many emails did jack receive in the day ?,jack received [NUM] emails in the morning and [NUM] emails in the afternoon . how many emails did jack receive in the day ?,how many emails did jack receive in the day ?,8 2,n0 + n1,10
a chess club has 3 members . if 4 new members are enrolled how many total members are there in the chess club ?,a chess club has [NUM] members . if [NUM] new members are enrolled how many total members are there in the chess club ?,how many total members are there in the chess club ?,3 4,n0 + n1,7
every day ryan spends 4 hours on learning english and 3 hours on learning chinese . how many hours does he spend on learning english and chinese in all ?,every day ryan spends [NUM] hours on learning english and [NUM] hours on learning chinese . how many hours does he spend on learning english and chinese in all ?,how many hours does he spend on learning english and chinese in all ?,4 3,n0 + n1,7
ryan collected 89 leaves . he lost 24 leaves and threw away 43 leaves . how many leaves did ryan have left ?,ryan collected [NUM] leaves . he lost [NUM] leaves and threw away [NUM] leaves . how many leaves did ryan have left ?,how many leaves did ryan have left ?,89 24 43,( n0 - n1 ) - n2,22
sam has 58 power ranger stickers . he bundles them up in 2 boxes . if there are 23 power ranger stickers in the first box how many more power ranger stickers are there in the second box than the first box ?,sam has [NUM] power ranger stickers . he bundles them up in [NUM] boxes . if there are [NUM] power ranger stickers in the first box how many more power ranger stickers are there in the second box than the first box ?,how many more power ranger stickers are there in the second box than the first box ?,58 2 23,n0 - ( n2 * n1 ),12
beryl has 88 radishes . she puts them into 2 baskets . if there are 37 radishes in the first basket how many more radishes are there in the second basket than the first ?,beryl has [NUM] radishes . she puts them into [NUM] baskets . if there are [NUM] radishes in the first basket how many more radishes are there in the second basket than the first ?,how many more radishes are there in the second basket than the first ?,88 2 37,n0 - ( n2 * n1 ),14
there are 56 students in the class . the teacher wants to split them into 2 groups . the first group has 24 students . how many more students will there be in the second group ?,there are [NUM] students in the class . the teacher wants to split them into [NUM] groups . the first group has [NUM] students . how many more students will there be in the second group ?,how many more students will there be in the second group ?,56 2 24,n0 - ( n2 * n1 ),8
antonia has 79 barbie dolls . she packs away them in 2 wardrobes . if there are 35 barbie dolls in the first wardrobe how many more barbie dolls are there in the second wardrobe than the first ?,antonia has [NUM] barbie dolls . she packs away them in [NUM] wardrobes . if there are [NUM] barbie dolls in the first wardrobe how many more barbie dolls are there in the second wardrobe than the first ?,how many more barbie dolls are there in the second wardrobe than the first ?,79 2 35,n0 - ( n2 * n1 ),9
savant has 3 jars . he puts in 34 coins in the first jar 29 coins in the second jar and 13 coins in the third jar . how many coins does savant save together ?,savant has [NUM] jars . he puts in [NUM] coins in the first jar [NUM] coins in the second jar and [NUM] coins in the third jar . how many coins does savant save together ?,how many coins does savant save together ?,3 34 29 13,( n1 + n2 ) + n3,76
an online toy store stocked some toys . it sold 38 toys at the first week and 26 toys at the second week . if it had 19 toys left how many toys were in stock at the beginning ?,an online toy store stocked some toys . it sold [NUM] toys at the first week and [NUM] toys at the second week . if it had [NUM] toys left how many toys were in stock at the beginning ?,how many toys were in stock at the beginning ?,38 26 19,( n0 + n1 ) + n2,83
mother bought some potatoes . she used 15 of the potatoes to make salads and 24 of the potatoes for mashed potatoes . if there were 13 potatoes left how many potatoes did mother buy at first ?,mother bought some potatoes . she used [NUM] of the potatoes to make salads and [NUM] of the potatoes for mashed potatoes . if there were [NUM] potatoes left how many potatoes did mother buy at first ?,how many potatoes did mother buy at first ?,15 24 13,( n0 + n1 ) + n2,52
joshua has 3 toy boxes for his toy cars . he puts in 21 toy cars in the first toy box 31 toy cars in the second toy box and 19 toy cars in the third box . how many toy cars does joshua have together ?,joshua has [NUM] toy boxes for his toy cars . he puts in [NUM] toy cars in the first toy box [NUM] toy cars in the second toy box and [NUM] toy cars in the third box . how many toy cars does joshua have together ?,how many toy cars does joshua have together ?,3 21 31 19,( n1 + n2 ) + n3,71
there are some rooms in a building . 35 of them are classrooms 10 of them are office and the remaining 6 are reading rooms . how many rooms are in the building ?,there are some rooms in a building . [NUM] of them are classrooms [NUM] of them are office and the remaining [NUM] are reading rooms . how many rooms are in the building ?,how many rooms are in the building ?,35 10 6,( n0 + n1 ) + n2,51
mr. peter harvested some pears . he picked 43 kg of the pears into a bag and 35 kg of the pears into another bag . if there were still 15 kg of pears left unpacked how many kilograms of pears did mr. peter harvest ?,mr. peter harvested some pears . he picked [NUM] kg of the pears into a bag and [NUM] kg of the pears into another bag . if there were still [NUM] kg of pears left unpacked how many kilograms of pears did mr. peter harvest ?,how many kilograms of pears did mr. peter harvest ?,43 35 15,( n0 + n1 ) + n2,93
gary had some stickers . he gave 42 stickers to lucy and 26 stickers to alex . if he had 31 stickers left how many stickers did gary have at first ?,gary had some stickers . he gave [NUM] stickers to lucy and [NUM] stickers to alex . if he had [NUM] stickers left how many stickers did gary have at first ?,how many stickers did gary have at first ?,42 26 31,( n0 + n1 ) + n2,99
a car dealer sold 14 cars on the first day 16 cars on the second day and 27 cars on the third day . how many cars did the car dealer sell on the 3 days ?,a car dealer sold [NUM] cars on the first day [NUM] cars on the second day and [NUM] cars on the third day . how many cars did the car dealer sell on the [NUM] days ?,how many cars did the car dealer sell on the [NUM] days ?,14 16 27 3,( n0 + n1 ) + n2,57
there are 757 pounds of sand to be filled into bags . if each bag has a capacity of 65 pounds how many bags are needed ?,there are [NUM] pounds of sand to be filled into bags . if each bag has a capacity of [NUM] pounds how many bags are needed ?,how many bags are needed ?,757 65,n0 / n1,11.64615384615384615384615385
if simon needs to make 519 gift bags at a rate of 42 bags per day how many days does he need to finish making all the gift boxes ?,if simon needs to make [NUM] gift bags at a rate of [NUM] bags per day how many days does he need to finish making all the gift boxes ?,how many days does he need to finish making all the gift boxes ?,519 42,n0 / n1,12.35714285714285714285714286
jane can arrange 16 vases of flowers in a day . if there are 248 vases of flowers to be arranged how many days are needed for her to finish all the flower arrangements ?,jane can arrange [NUM] vases of flowers in a day . if there are [NUM] vases of flowers to be arranged how many days are needed for her to finish all the flower arrangements ?,how many days are needed for her to finish all the flower arrangements ?,16 248,n1 / n0,15.5
a box can hold 18 pieces of chalk . if there are 3484 pieces of chalk how many boxes are full to hold all the chalk ?,a box can hold [NUM] pieces of chalk . if there are [NUM] pieces of chalk how many boxes are full to hold all the chalk ?,how many boxes are full to hold all the chalk ?,18 3484,n1 / n0,193.5555555555555555555555556
a paper bag can hold 16 cookies . if edgar buys 292 cookies how many paper bags does he need ?,a paper bag can hold [NUM] cookies . if edgar buys [NUM] cookies how many paper bags does he need ?,how many paper bags does he need ?,16 292,n1 / n0,18.25
a bus can transport 48 passengers . if a school of 1230 students and teachers are going on a field trip how many buses should be rented ?,a bus can transport [NUM] passengers . if a school of [NUM] students and teachers are going on a field trip how many buses should be rented ?,how many buses should be rented ?,48 1230,n1 / n0,25.625
if tom plans to fix 158 watches at the rate of 12 watches per day how many days does he need to fix the watches ?,if tom plans to fix [NUM] watches at the rate of [NUM] watches per day how many days does he need to fix the watches ?,how many days does he need to fix the watches ?,158 12,n0 / n1,13.16666666666666666666666667
the capacity of a tank is 32 gallons . if a company bought 728 gallons of oil how many tanks are needed to hold all the oil ?,the capacity of a tank is [NUM] gallons . if a company bought [NUM] gallons of oil how many tanks are needed to hold all the oil ?,how many tanks are needed to hold all the oil ?,32 728,n1 / n0,22.75
86 students are going hiking . each school- bus can take 9 students . how many school-buses are needed ?,[NUM] students are going hiking . each school- bus can take [NUM] students . how many school-buses are needed ?,how many school-buses are needed ?,86 9,n0 / n1,9.555555555555555555555555556
the teacher gave 42 pencils to 12 students equally . how many pencils did each student get ?,the teacher gave [NUM] pencils to [NUM] students equally . how many pencils did each student get ?,how many pencils did each student get ?,42 12,n0 / n1,3.5
9 boys went to water trees . there were 29 trees . if each of them watered the equal amount of trees how many trees did each boy water ?,[NUM] boys went to water trees . there were [NUM] trees . if each of them watered the equal amount of trees how many trees did each boy water ?,how many trees did each boy water ?,9 29,n1 / n0,3.222222222222222222222222222
there were 44 laptops in the shop and mike divided them equally into 5 rows . how many laptops are there in each row ?,there were [NUM] laptops in the shop and mike divided them equally into [NUM] rows . how many laptops are there in each row ?,how many laptops are there in each row ?,44 5,n0 / n1,8.8
there are 22 dogs in the farm . they live in 5 dog-houses equally . how many dogs are there in each dog-house ?,there are [NUM] dogs in the farm . they live in [NUM] dog-houses equally . how many dogs are there in each dog-house ?,how many dogs are there in each dog-house ?,22 5,n0 / n1,4.4
divide 39 balloons into 7 equal groups . how many balloons are there in each group ?,divide [NUM] balloons into [NUM] equal groups . how many balloons are there in each group ?,how many balloons are there in each group ?,39 7,n0 / n1,5.571428571428571428571428571
the school bought 54 basketballs and distribute them into 7 classes equally . how many basketballs did each class get ?,the school bought [NUM] basketballs and distribute them into [NUM] classes equally . how many basketballs did each class get ?,how many basketballs did each class get ?,54 7,n0 / n1,7.714285714285714285714285714
there are 32 students in the class . the teacher divided them into 5 equal groups . how many students are there in each group ?,there are [NUM] students in the class . the teacher divided them into [NUM] equal groups . how many students are there in each group ?,how many students are there in each group ?,32 5,n0 / n1,6.4
a transport company bought 95 tons of oil . a large barrel can hold 6 tons of oil and a small barrel can hold 5 tons of oil . in order to use the least number of barrels and have every barrel fully occupied how many large barrels should be used ?,a transport company bought [NUM] tons of oil . a large barrel can hold [NUM] tons of oil and a small barrel can hold [NUM] tons of oil . in order to use the least number of barrels and have every barrel fully occupied how many large barrels should be used ?,how many large barrels should be used ?,95 6 5,n0 / n1,15.83333333333333333333333333
15 students split 122 portfolios of paintings . each student should get the same number of portfolios . how many portfolios of paintings will each of them get ?,[NUM] students split [NUM] portfolios of paintings . each student should get the same number of portfolios . how many portfolios of paintings will each of them get ?,how many portfolios of paintings will each of them get ?,15 122,n1 / n0,8.133333333333333333333333333
172 students are forming teams for a mountaineering competition . each team should have 18 students . how many teams can they form ?,[NUM] students are forming teams for a mountaineering competition . each team should have [NUM] students . how many teams can they form ?,how many teams can they form ?,172 18,n0 / n1,9.555555555555555555555555556
mr. lee wants to load 134 tons of his fruits . a large truck can load 15 tons of fruits and small truck can load 7 tons . in order to use the least number of trucks and have every truck fully occupied how many large trucks should be used ?,mr. lee wants to load [NUM] tons of his fruits . a large truck can load [NUM] tons of fruits and small truck can load [NUM] tons . in order to use the least number of trucks and have every truck fully occupied how many large trucks should be used ?,how many large trucks should be used ?,134 15 7,n0 / n1,8.933333333333333333333333333
a tourist group has 26 people . at a hotel they want to rent some large rooms for 3 people each and some small rooms for 2 each . in order to rent the least number of rooms and have every room fully occupied how many large rooms should be rented ?,a tourist group has [NUM] people . at a hotel they want to rent some large rooms for [NUM] people each and some small rooms for [NUM] each . in order to rent the least number of rooms and have every room fully occupied how many large rooms should be rented ?,how many large rooms should be rented ?,26 3 2,n0 / n1,8.666666666666666666666666667
mr. lee harvested 495 apples and he packed them evenly in some baskets . if there are 25 apples in each basket how many baskets of apples are there ?,mr. lee harvested [NUM] apples and he packed them evenly in some baskets . if there are [NUM] apples in each basket how many baskets of apples are there ?,how many baskets of apples are there ?,495 25,n0 / n1,19.8
a ballet class wants to divide its 90 members into some large groups at 7 members each and some small groups at 3 members each . in order to make the least number of groups how many large groups should be made ?,a ballet class wants to divide its [NUM] members into some large groups at [NUM] members each and some small groups at [NUM] members each . in order to make the least number of groups how many large groups should be made ?,how many large groups should be made ?,90 7 3,n0 / n1,12.85714285714285714285714286
nick saved $ 68.50 . if nick saved $ 25.43 more than lee how much did lee save ?,nick saved $ [NUM] . if nick saved $ [NUM] more than lee how much did lee save ?,how much did lee save ?,68.50 25.43,n0 - n1,43.07
a number machine changes the value of the numbers placed inside it . my number machine will add 15 to a number and then subtract 6 from the sum . if i put in the number 68 what number will come out of the machine ?,a number machine changes the value of the numbers placed inside it . my number machine will add [NUM] to a number and then subtract [NUM] from the sum . if i put in the number [NUM] what number will come out of the machine ?,what number will come out of the machine ?,15 6 68,( n2 + n0 ) - n1,77
i put another number into my machine . the machine added 15 and then subtracted 6 the number 35 came out of the machine . what number did i put in ?,i put another number into my machine . the machine added [NUM] and then subtracted [NUM] the number [NUM] came out of the machine . what number did i put in ?,what number did i put in ?,15 6 35,( n2 + n1 ) - n0,26
cindy and dan have the same number of stickers . cindy used 15 of her stickers . dan bought 18 more stickers . how many more stickers did dan have than cindy then ?,cindy and dan have the same number of stickers . cindy used [NUM] of her stickers . dan bought [NUM] more stickers . how many more stickers did dan have than cindy then ?,how many more stickers did dan have than cindy then ?,15 18,n0 + n1,33
ed had 22 more marbles than doug . doug lost 8 of his marbles at the playground . how many more marble did ed have than doug then ?,ed had [NUM] more marbles than doug . doug lost [NUM] of his marbles at the playground . how many more marble did ed have than doug then ?,how many more marble did ed have than doug then ?,22 8,n0 + n1,30
a worm has fallen into a hole that is 26 inches deep . it climbs up 8 inches and slides back 3 inches every day . how many days will it take the worm to reach the top ?,a worm has fallen into a hole that is [NUM] inches deep . it climbs up [NUM] inches and slides back [NUM] inches every day . how many days will it take the worm to reach the top ?,how many days will it take the worm to reach the top ?,26 8 3,n0 / ( n1 - n2 ),5.2
my ice cream shop was really busy today . it was 98 degrees and we sold 67 ice cream cones . we sold 15 more milkshakes than ice cream cones . how many milkshakes were sold ?,my ice cream shop was really busy today . it was [NUM] degrees and we sold [NUM] ice cream cones . we sold [NUM] more milkshakes than ice cream cones . how many milkshakes were sold ?,how many milkshakes were sold ?,98 67 15,n1 + n2,82
todd had 85 cents in his pocket . he bought a candy bar for 14 cents . he bought a box of cookies for 39 cents . how much money did todd spend altogether ?,todd had [NUM] cents in his pocket . he bought a candy bar for [NUM] cents . he bought a box of cookies for [NUM] cents . how much money did todd spend altogether ?,how much money did todd spend altogether ?,85 14 39,n1 + n2,53
the little league stadium has 92 seats . 47 people came to the game today . 38 people were holding banners . how many seats were empty ?,the little league stadium has [NUM] seats . [NUM] people came to the game today . [NUM] people were holding banners . how many seats were empty ?,how many seats were empty ?,92 47 38,n0 - n1,45
the music room has 27 violins . there are also 15 flutes . 18 students are in the school band . how many instruments are in the music room ?,the music room has [NUM] violins . there are also [NUM] flutes . [NUM] students are in the school band . how many instruments are in the music room ?,how many instruments are in the music room ?,27 15 18,n0 + n1,42
maura collects seashells every summer . her family stays at the beach house for 21 days . this summer maura found 75 seashells . she gave some to her little sister . maura then had 57 seashells . how many seashells did maura give to her sister ?,maura collects seashells every summer . her family stays at the beach house for [NUM] days . this summer maura found [NUM] seashells . she gave some to her little sister . maura then had [NUM] seashells . how many seashells did maura give to her sister ?,how many seashells did maura give to her sister ?,21 75 57,n1 - n2,18
the tallest giraffe at the zoo is 96 inches tall . there are 14 adult giraffes at the zoo . the shortest giraffe is 68 inches . how much taller is the bigger giraffe ?,the tallest giraffe at the zoo is [NUM] inches tall . there are [NUM] adult giraffes at the zoo . the shortest giraffe is [NUM] inches . how much taller is the bigger giraffe ?,how much taller is the bigger giraffe ?,96 14 68,n0 - n2,28
the central city zoo has 45 chimpanzees . every day the chimps eat a total of 72 bananas . next week the zoo is moving 18 chimps to a new cage . how many chimps will stay in the old cage ?,the central city zoo has [NUM] chimpanzees . every day the chimps eat a total of [NUM] bananas . next week the zoo is moving [NUM] chimps to a new cage . how many chimps will stay in the old cage ?,how many chimps will stay in the old cage ?,45 72 18,n0 - n2,27
the zookeeper has 68 fish to feed to the penguins . 19 penguins have already gotten a fish . the zoo has 36 penguins . how many more penguins need to get a fish ?,the zookeeper has [NUM] fish to feed to the penguins . [NUM] penguins have already gotten a fish . the zoo has [NUM] penguins . how many more penguins need to get a fish ?,how many more penguins need to get a fish ?,68 19 36,n2 - n1,17
ralph has a photo album with 50 pages . he has 26 pictures of wild animals . ralph 's friend derrick has 34 pictures of wild animals . how many fewer pictures of wild animals does ralph have ?,ralph has a photo album with [NUM] pages . he has [NUM] pictures of wild animals . ralph 's friend derrick has [NUM] pictures of wild animals . how many fewer pictures of wild animals does ralph have ?,how many fewer pictures of wild animals does ralph have ?,50 26 34,n2 - n1,8
lisa invited the entire third grade to her party . there are 48 students altogether . 23 of the students are boys and 25 are girls . 9 students will not be able to go to the party . how many students will be there ?,lisa invited the entire third grade to her party . there are [NUM] students altogether . [NUM] of the students are boys and [NUM] are girls . [NUM] students will not be able to go to the party . how many students will be there ?,how many students will be there ?,48 23 25 9,n0 - n3,39
molly swam 45 meters on saturday . she swam 28 meters on sunday . the pool is 25 meters long . how many meters did molly swim in all ?,molly swam [NUM] meters on saturday . she swam [NUM] meters on sunday . the pool is [NUM] meters long . how many meters did molly swim in all ?,how many meters did molly swim in all ?,45 28 25,n0 + n1,73
billy can play 24 songs in his music book . he knows the names of 18 different guitar chords . billy 's music book has 52 songs in it . how many songs does billy still need to learn ?,billy can play [NUM] songs in his music book . he knows the names of [NUM] different guitar chords . billy 's music book has [NUM] songs in it . how many songs does billy still need to learn ?,how many songs does billy still need to learn ?,24 18 52,n2 - n0,28
mom made 32 chocolate chip cookies . it took 24 minutes to mix the ingredients and 16 minutes to bake . julie and matt ate 9 cookies after dinner . how many cookies were left ?,mom made [NUM] chocolate chip cookies . it took [NUM] minutes to mix the ingredients and [NUM] minutes to bake . julie and matt ate [NUM] cookies after dinner . how many cookies were left ?,how many cookies were left ?,32 24 16 9,n0 - n3,23
there are 45 questions on the math test . 17 questions are word problems . 28 questions are addition and subtraction problems . steve can only answer 38 questions . how many questions did steve leave blank ?,there are [NUM] questions on the math test . [NUM] questions are word problems . [NUM] questions are addition and subtraction problems . steve can only answer [NUM] questions . how many questions did steve leave blank ?,how many questions did steve leave blank ?,45 17 28 38,n0 - n3,7
kendra learns 12 new spelling words each week . her goal is to learn 60 new words before her 8 birthday . she has already learned 36 new words . how many more words does kendra need to learn ?,kendra learns [NUM] new spelling words each week . her goal is to learn [NUM] new words before her [NUM] birthday . she has already learned [NUM] new words . how many more words does kendra need to learn ?,how many more words does kendra need to learn ?,12 60 8 36,n1 - n3,24
jake read 37 pages of his new book . it has 8 chapters and 95 pages . jake read 25 more pages later that day . how many pages has he read in all ?,jake read [NUM] pages of his new book . it has [NUM] chapters and [NUM] pages . jake read [NUM] more pages later that day . how many pages has he read in all ?,how many pages has he read in all ?,37 8 95 25,n0 + n3,62
adam has 29 marbles in his collection . mary has 11 fewer marbles than adam . greg has 14 more marbles than adam . how many marbles does greg have ?,adam has [NUM] marbles in his collection . mary has [NUM] fewer marbles than adam . greg has [NUM] more marbles than adam . how many marbles does greg have ?,how many marbles does greg have ?,29 11 14,n0 + n2,43
tripp and charlotte are going on a 36 mile hike . tripp 's backpack weighs 25 pounds . charlotte 's back pack weighs 7 pounds less . they hiked 9 miles the first day . how many miles do they have left ?,tripp and charlotte are going on a [NUM] mile hike . tripp 's backpack weighs [NUM] pounds . charlotte 's back pack weighs [NUM] pounds less . they hiked [NUM] miles the first day . how many miles do they have left ?,how many miles do they have left ?,36 25 7 9,n0 - n3,27
the sweet shop gets a new candy shipment every 35 days . there are 25 cases of chocolate bars . there are 55 cases of lollipops . how many cases of candy altogether ?,the sweet shop gets a new candy shipment every [NUM] days . there are [NUM] cases of chocolate bars . there are [NUM] cases of lollipops . how many cases of candy altogether ?,how many cases of candy altogether ?,35 25 55,n1 + n2,80
dora is having her 10 birthday party next saurday . she invited 64 people . her mom ordered 36 sandwiches . 16 people can not come to the party . how many people will be at dora 's party ?,dora is having her [NUM] birthday party next saurday . she invited [NUM] people . her mom ordered [NUM] sandwiches . [NUM] people can not come to the party . how many people will be at dora 's party ?,how many people will be at dora 's party ?,10 64 36 16,n1 - n3,48
there are 95 pretzels in a bowl . john ate 28 pretzels . alan ate 9 fewer pretzels than john . marcus ate 12 more pretzels than john . how many pretzels did marcus eat ?,there are [NUM] pretzels in a bowl . john ate [NUM] pretzels . alan ate [NUM] fewer pretzels than john . marcus ate [NUM] more pretzels than john . how many pretzels did marcus eat ?,how many pretzels did marcus eat ?,95 28 9 12,n1 + n3,40
mrs. randall has taught third grade for 18 years . she has 26 students this year . she also taught second grade for 8 years . how many years has mrs. randall been teaching ?,mrs. randall has taught third grade for [NUM] years . she has [NUM] students this year . she also taught second grade for [NUM] years . how many years has mrs. randall been teaching ?,how many years has mrs. randall been teaching ?,18 26 8,n0 + n2,26
there were 46 passengers on the bus . 19 passengers got off at the first stop . 15 passengers got off at the second stop . how many passengers were left on the bus ?,there were [NUM] passengers on the bus . [NUM] passengers got off at the first stop . [NUM] passengers got off at the second stop . how many passengers were left on the bus ?,how many passengers were left on the bus ?,46 19 15,( n0 - n1 ) - n2,12
alexa is reading a nancy drew mystery . there are 95 pages in her book . she read 18 pages the first day . the next day alexa just could n't stop reading . she read 58 pages . how many pages does alexa have left to read ?,alexa is reading a nancy drew mystery . there are [NUM] pages in her book . she read [NUM] pages the first day . the next day alexa just could n't stop reading . she read [NUM] pages . how many pages does alexa have left to read ?,how many pages does alexa have left to read ?,95 18 58,( n0 - n1 ) - n2,19
sam put 86 pretzels in a bowl for the party . his friends ate 49 of them . sam put in 27 more pretzels . how many pretzels were in the bowl then ?,sam put [NUM] pretzels in a bowl for the party . his friends ate [NUM] of them . sam put in [NUM] more pretzels . how many pretzels were in the bowl then ?,how many pretzels were in the bowl then ?,86 49 27,( n0 - n1 ) + n2,64
tommy has $ 79 . he wants to buy a $ 35 camera . he also wants to buy a $ 59 cd player . how much more money does tommy need ?,tommy has $ [NUM] . he wants to buy a $ [NUM] camera . he also wants to buy a $ [NUM] cd player . how much more money does tommy need ?,how much more money does tommy need ?,79 35 59,( n1 + n2 ) - n0,15
omar loves to play checkers . he played 37 games yesterday . he played 49 games today . omar lost 18 games . how many games did he win ?,omar loves to play checkers . he played [NUM] games yesterday . he played [NUM] games today . omar lost [NUM] games . how many games did he win ?,how many games did he win ?,37 49 18,( n0 + n1 ) - n2,68
94 students signed up for computer classes . there were 24 second graders and 29 third graders . the rest of the students were 4 graders . how many 4 graders took computer classes ?,[NUM] students signed up for computer classes . there were [NUM] second graders and [NUM] third graders . the rest of the students were [NUM] graders . how many [NUM] graders took computer classes ?,how many [NUM] graders took computer classes ?,94 24 29 4 4,( n0 - n1 ) - n2,41
j.t . has some superhero trading cards . he lost 14 of them . he gave 19 of them to his best friend . now he has 45 cards left . how many cards did j.t . have at first ?,j.t . has some superhero trading cards . he lost [NUM] of them . he gave [NUM] of them to his best friend . now he has [NUM] cards left . how many cards did j.t . have at first ?,how many cards did j.t . have at first ?,14 19 45,( n2 + n0 ) + n1,78
evan has a large collection of books . he gave his best friend 14 books . he gave his little brother 8 books . now evan has 60 books in his collection . how many books did he have at first ?,evan has a large collection of books . he gave his best friend [NUM] books . he gave his little brother [NUM] books . now evan has [NUM] books in his collection . how many books did he have at first ?,how many books did he have at first ?,14 8 60,( n2 + n0 ) + n1,82
it is 78 miles to grandma 's house . mr. welch drove 35 miles . he stopped to buy a pie for dessert . then he drove 18 miles and stopped to put gas in the car . how many more miles until he reaches grandma 's house ?,it is [NUM] miles to grandma 's house . mr. welch drove [NUM] miles . he stopped to buy a pie for dessert . then he drove [NUM] miles and stopped to put gas in the car . how many more miles until he reaches grandma 's house ?,how many more miles until he reaches grandma 's house ?,78 35 18,( n0 - n1 ) - n2,25
